municipality_code,municipality,year,female_population_2022,all_female_records,violencia_domestica_lesao,lesao_corporal,violencia_sexual,estupro,estupro_vulneravel,homicidio_mulher,feminicidio,tentativa_feminicidio,selected_vaw_records,rate_all_female_records_per_100k_women,rate_violencia_domestica_lesao_per_100k_women,rate_lesao_corporal_per_100k_women,rate_violencia_sexual_per_100k_women,rate_estupro_per_100k_women,rate_estupro_vulneravel_per_100k_women,rate_homicidio_mulher_per_100k_women,rate_feminicidio_per_100k_women,rate_tentativa_feminicidio_per_100k_women,rate_selected_vaw_records_per_100k_women
1500859,Anapu,2022,15245,199,43,57,28,8,20,3,1,0,72,1305.3460150869137,282.0596917021974,373.8930796982617,183.66677599212855,52.47622171203674,131.19055428009182,19.678583142013775,6.5595277140045924,0.0,472.28599540833056
1500909,Augusto Corrêa,2022,21776,225,26,34,12,0,12,0,0,0,38,1033.2476120499632,119.39750183688464,156.1351947097722,55.106539309331374,0.0,55.106539309331374,0.0,0.0,0.0,174.50404114621603
1500958,Aurora do Pará,2022,11695,101,19,32,15,1,14,2,0,0,34,863.6169303120993,162.46259085079092,273.62120564343735,128.25994014536127,8.550662676357417,119.70927746900385,17.101325352714834,0.0,0.0,290.7225309961522
1501006,Aveiro,2022,8704,30,5,7,7,1,6,0,0,0,12,344.66911764705884,57.44485294117647,80.42279411764706,80.42279411764706,11.488970588235293,68.93382352941177,0.0,0.0,0.0,137.86764705882354
1501105,Bagre,2022,15639,127,19,25,11,0,11,0,0,0,30,812.0723831447024,121.4911439350342,159.85676833557133,70.33697806765137,0.0,70.33697806765137,0.0,0.0,0.0,191.82812200268557
1501204,Baião,2022,25724,274,50,71,19,0,19,0,0,0,69,1065.1531643601306,194.37101539418444,276.0068418597419,73.86098584979008,0.0,73.86098584979008,0.0,0.0,0.0,268.23200124397454
1501253,Bannach,2022,1867,3,2,3,0,0,0,0,0,0,2,160.68559185859667,107.12372790573112,160.68559185859667,0.0,0.0,0.0,0.0,0.0,0.0,107.12372790573112
1501303,Barcarena,2022,63256,1205,179,221,79,14,65,2,1,0,259,1904.9576324775514,282.9771088908562,349.3739724294928,124.88933856076895,22.13228784621222,102.75705071455673,3.161755406601745,1.5808777033008725,0.0,409.44732515492603
1501402,Belém,2022,692626,22588,1875,2787,548,123,425,38,4,0,2427,3261.2116784527293,270.70886741184995,402.38166052097375,79.11917831557003,17.75850170221736,61.36067661335266,5.486366379546825,0.5775122504786132,0.0,350.4055579778986
1501451,Belterra,2022,8935,80,26,32,8,1,7,1,1,0,35,895.3553441522105,290.99048684946837,358.1421376608842,89.53553441522105,11.191941801902631,78.3435926133184,11.191941801902631,11.191941801902631,0.0,391.717963066592
1501501,Benevides,2022,32316,695,78,120,39,6,33,1,1,0,118,2150.6374551305853,241.36650575566284,371.3330857779428,120.68325287783142,18.56665428889714,102.11659858893427,3.0944423814828568,3.0944423814828568,0.0,365.1442010149771
1501576,Bom Jesus do Tocantins,2022,8036,92,26,37,16,1,15,1,1,0,43,1144.8481831757094,323.5440517670483,460.4280736684918,199.1040318566451,12.444001991040318,186.66002986560477,12.444001991040318,12.444001991040318,0.0,535.0920856147337
1501600,Bonito,2022,6145,52,14,16,8,1,7,0,0,0,22,846.2164361269324,227.8275020341741,260.3742880390561,130.18714401952806,16.273393002441008,113.91375101708705,0.0,0.0,0.0,358.01464605370217
1501709,Bragança,2022,61501,953,122,169,48,5,43,1,0,0,170,1549.568299702444,198.37075819905368,274.79227980032846,78.0475114225785,8.129949106518593,69.9175623160599,1.6259898213037187,0.0,0.0,276.41826962163213
1501725,Brasil Novo,2022,12083,97,21,39,13,2,11,0,0,0,34,802.7807663659688,173.79789787304477,322.76752462136886,107.58917487378962,16.552180749813786,91.03699412397583,0.0,0.0,0.0,281.3870727468344
1501758,Brejo Grande do Araguaia,2022,3344,26,13,15,2,2,0,0,0,0,15,777.511961722488,388.755980861244,448.5645933014354,59.80861244019138,59.80861244019138,0.0,0.0,0.0,0.0,448.5645933014354
1501782,Breu Branco,2022,22612,205,45,56,23,2,21,1,0,0,68,906.5982664072175,199.00937555280382,247.65611179904477,101.71590306032195,8.84486113568017,92.87104192464179,4.422430567840085,0.0,0.0,300.7252786131258
1501808,Breves,2022,51690,710,114,160,52,12,40,1,0,0,166,1373.5732249951634,220.54556006964597,309.53762816792414,100.59972915457534,23.21532211259431,77.38440704198104,1.934610176049526,0.0,0.0,321.14528922422136
1501907,Bujaru,2022,12030,121,19,27,20,2,18,0,0,0,39,1005.8187863674148,157.93848711554446,224.43890274314217,166.25103906899417,16.62510390689942,149.62593516209478,0.0,0.0,0.0,324.18952618453864
1501956,Cachoeira do Piriá,2022,9279,45,17,21,8,2,6,1,0,0,25,484.9660523763337,183.2093975643927,226.31749110895572,86.21618708912598,21.554046772281495,64.66214031684449,10.777023386140748,0.0,0.0,269.4255846535187
1502004,Cachoeira do Arari,2022,11855,159,35,57,21,1,20,0,0,0,56,1341.2062420919444,295.2340784479123,480.8097849008857,177.14044706874736,8.435259384226065,168.7051876845213,0.0,0.0,0.0,472.3745255166597
1502103,Cametá,2022,65344,771,121,197,57,11,46,1,1,0,179,1179.909402546523,185.17384916748287,301.48139079333987,87.23065621939274,16.833986287952985,70.39666993143976,1.530362389813908,1.530362389813908,0.0,273.9348677766895
1502152,Canaã dos Carajás,2022,37692,507,130,184,35,7,28,3,0,0,165,1345.1130213307863,344.9007747002016,488.16725034490076,92.85790088082352,18.571580176164705,74.28632070465882,7.959248646927731,0.0,0.0,437.75867558102516
1502202,Capanema,2022,36044,412,66,80,17,3,14,1,0,0,83,1143.0473865275774,183.1095327932527,221.9509488403063,47.16457662856509,8.323160581511486,38.8414160470536,2.774386860503829,0.0,0.0,230.27410942181777
1502301,Capitão Poço,2022,27835,165,40,56,23,5,18,1,0,0,63,592.7788755164362,143.70396982216633,201.18555775103286,82.62978264774564,17.96299622777079,64.66678641997485,3.592599245554158,0.0,0.0,226.33375246991199
1502400,Castanhal,2022,99750,2789,330,397,111,13,98,4,1,0,442,2795.9899749373435,330.82706766917295,397.9949874686717,111.2781954887218,13.032581453634084,98.24561403508773,4.010025062656641,1.0025062656641603,0.0,443.10776942355886
1502509,Chaves,2022,9639,40,4,15,10,1,9,0,0,0,14,414.98080713766984,41.49808071376699,155.6178026766262,103.74520178441746,10.374520178441747,93.37068160597573,0.0,0.0,0.0,145.24328249818447
1502608,Colares,2022,6422,57,15,21,10,4,6,0,0,0,25,887.5739644970414,233.57209592027405,327.0009342883837,155.71473061351605,62.28589224540642,93.42883836810962,0.0,0.0,0.0,389.2868265337901
1502707,Conceição do Araguaia,2022,22127,376,97,119,26,4,22,2,0,0,123,1699.281420888507,438.3784516653862,537.8044922492882,117.50350250824785,18.077461924345823,99.42604058390202,9.038730962172911,0.0,0.0,555.881954173634
1502756,Concórdia do Pará,2022,13331,206,33,57,20,6,14,0,0,0,53,1545.2704223239068,247.5433200810142,427.5748255944791,150.02625459455405,45.00787637836621,105.01837821618783,0.0,0.0,0.0,397.5695746755682
1502764,Cumaru do Norte,2022,6330,68,36,46,3,2,1,3,0,0,39,1074.2496050552922,568.7203791469194,726.698262243286,47.39336492890995,31.5955766192733,15.79778830963665,47.39336492890995,0.0,0.0,616.1137440758295
1502772,Curionópolis,2022,9754,99,23,35,6,1,5,0,0,0,29,1014.9682181669058,235.80069714988724,358.8271478367849,61.513225343448845,10.25220422390814,51.2610211195407,0.0,0.0,0.0,297.31392249333607
1502806,Curralinho,2022,16040,174,20,50,15,6,9,0,0,0,35,1084.788029925187,124.68827930174564,311.7206982543641,93.51620947630923,37.406483790523694,56.10972568578554,0.0,0.0,0.0,218.20448877805484
1502855,Curuá,2022,6779,47,4,8,4,0,4,0,0,0,8,693.3175984658503,59.005753060923446,118.01150612184689,59.005753060923446,0.0,59.005753060923446,0.0,0.0,0.0,118.01150612184689
1502905,Curuçá,2022,20517,270,57,90,13,3,10,1,1,0,71,1315.9818686942535,277.8183945021202,438.6606228980845,63.362089974167766,14.622020763269482,48.74006921089828,4.874006921089828,4.874006921089828,0.0,346.05449139737783
1502939,Dom Eliseu,2022,29577,150,24,36,21,1,20,1,0,0,45,507.1508266558475,81.14413226493559,121.71619839740337,71.00111573181864,3.3810055110389827,67.62011022077965,3.3810055110389827,0.0,0.0,152.14524799675425
1502954,Eldorado do Carajás,2022,13749,130,26,37,26,2,24,2,2,0,54,945.523310786239,189.1046621572478,269.1104807622372,189.1046621572478,14.546512473634447,174.55814968361335,14.546512473634447,14.546512473634447,0.0,392.75583678813
1503002,Faro,2022,4245,61,22,35,15,3,12,0,0,0,37,1436.98468786808,518.2567726737337,824.4994110718492,353.35689045936397,70.67137809187278,282.6855123674911,0.0,0.0,0.0,871.6136631330978
1503044,Floresta do Araguaia,2022,8400,61,15,21,17,1,16,0,0,0,32,726.1904761904761,178.57142857142856,250.0,202.38095238095235,11.904761904761905,190.47619047619048,0.0,0.0,0.0,380.95238095238096
1503077,Garrafão do Norte,2022,12009,83,18,25,10,2,8,1,1,0,29,691.1483054375884,149.88758431176618,208.17720043300858,83.27088017320344,16.654176034640685,66.61670413856274,8.327088017320342,8.327088017320342,0.0,241.48555250228992
1503093,Goianésia do Pará,2022,12837,120,18,29,23,1,22,1,0,0,41,934.797849964945,140.21967749474175,225.90948040819504,179.1695879099478,7.789982083041209,171.3796058269066,7.789982083041209,0.0,0.0,319.3892654046896
1503101,Gurupá,2022,15079,81,20,32,2,0,2,0,0,0,22,537.1708999270509,132.63479010544467,212.21566416871144,13.263479010544465,0.0,13.263479010544465,0.0,0.0,0.0,145.8982691159891
1503200,Igarapé-Açu,2022,18030,203,34,47,19,6,13,0,0,0,53,1125.9012756516915,188.57459789240156,260.67665002773157,105.37992235163617,33.277870216306155,72.10205213533001,0.0,0.0,0.0,293.9545202440377
1503309,Igarapé-Miri,2022,31557,335,53,68,25,6,19,1,0,0,78,1061.5711252653928,167.9500586240771,215.48309408372154,79.22172576607409,19.01321418385778,60.20851158221631,3.1688690306429637,0.0,0.0,247.17178439015117
1503408,Inhangapi,2022,5096,52,11,14,19,3,16,0,0,0,30,1020.408163265306,215.85557299843012,274.72527472527474,372.8414442700157,58.86970172684458,313.97174254317116,0.0,0.0,0.0,588.6970172684458
1503457,Ipixuna do Pará,2022,14692,167,47,57,10,1,9,0,0,0,57,1136.6730193302476,319.9019874761775,387.96624013068333,68.06425265450585,6.806425265450586,61.25782738905527,0.0,0.0,0.0,387.96624013068333
1503507,Irituia,2022,15044,102,24,30,14,1,13,2,1,0,39,678.0111672427546,159.53203935123636,199.41504918904548,93.06035628822121,6.647168306301516,86.4131879819197,13.294336612603033,6.647168306301516,0.0,259.2395639457591
1503606,Itaituba,2022,61026,1118,199,281,88,22,66,6,1,0,288,1832.0060302166291,326.09051879526754,460.4594762887949,144.20083243207813,36.05020810801953,108.1506243240586,9.831874938550783,1.6386458230917968,0.0,471.9299970504375
1503705,Itupiranga,2022,23706,236,57,76,25,4,21,1,0,0,82,995.5285581709272,240.44545684636802,320.593942461824,105.45853370454738,16.873365392727578,88.5851683118198,4.2183413481818945,0.0,0.0,345.9039905509154
1503754,Jacareacanga,2022,11482,65,9,14,10,3,7,0,0,0,19,566.1034662950706,78.38355687162515,121.92997735586135,87.0928409684724,26.12785229054172,60.96498867793068,0.0,0.0,0.0,165.47639784009755
1503804,Jacundá,2022,19203,287,57,70,32,5,27,2,0,0,89,1494.558141956986,296.8286205280425,364.5263760870697,166.64062906837472,26.037598291933552,140.6030307764412,10.41503931677342,0.0,0.0,463.4692495964173
1503903,Juruti,2022,24727,471,104,145,35,9,26,0,0,0,139,1904.8004205928744,420.59287418611234,586.4035265094836,141.54567881263395,36.39746026610588,105.14821854652808,0.0,0.0,0.0,562.1385529987464
1504000,Limoeiro do Ajuru,2022,14278,64,13,21,8,0,8,0,0,0,21,448.24205070738196,91.04916654993696,147.07942288835972,56.030256338422745,0.0,56.030256338422745,0.0,0.0,0.0,147.07942288835972
1504059,Mãe do Rio,2022,17466,154,28,32,25,4,21,7,0,0,53,881.7130424825376,160.31146226955227,183.21309973663116,143.1352341692431,22.901637467078896,120.23359670216422,40.077865567388066,0.0,0.0,303.44669643879536
1504109,Magalhães Barata,2022,3964,29,6,6,6,0,6,0,0,0,12,731.5842583249243,151.36226034308777,151.36226034308777,151.36226034308777,0.0,151.36226034308777,0.0,0.0,0.0,302.72452068617554
1504208,Marabá,2022,133761,2158,428,559,102,21,81,11,4,0,534,1613.3252592310164,319.9736844072637,417.90955510201024,76.25541076995538,15.699643393814341,60.555767376141034,8.223622730093226,2.990408265488446,0.0,399.21950344270755
1504307,Maracanã,2022,12679,136,28,46,13,3,10,2,1,0,42,1072.639798091332,220.8376054893919,362.80463758971524,102.53174540578911,23.661172016720563,78.87057338906854,15.774114677813706,7.887057338906853,0.0,331.25640823408787
1504406,Marapanim,2022,12926,213,21,32,13,3,10,0,0,0,34,1647.8415596472225,162.46325235958534,247.5630512146062,100.57248955593379,23.209036051369335,77.36345350456445,0.0,0.0,0.0,263.0357419155191
1504422,Marituba,2022,57093,1217,139,194,44,8,36,2,1,0,184,2131.609829576305,243.4624209622896,339.79647242218834,77.06724116791901,14.012225666894365,63.05501550102464,3.503056416723591,1.7515282083617956,0.0,322.28119033857035
1504455,Medicilândia,2022,12769,113,32,47,20,2,18,0,0,0,52,884.9557522123894,250.60693867961467,368.0789411856841,156.62933667475917,15.662933667475917,140.96640300728325,0.0,0.0,0.0,407.2362753543739
1504505,Melgaço,2022,13313,123,33,52,10,3,7,0,0,0,43,923.9089611657779,247.87801397130627,390.595658379028,75.11454968827462,22.534364906482384,52.580184781792234,0.0,0.0,0.0,322.99256365958087
1504604,Mocajuba,2022,13398,225,29,50,12,2,10,1,0,0,41,1679.3551276309895,216.45021645021646,373.19002836244215,89.56560680698611,14.927601134497685,74.63800567248843,7.4638005672488426,0.0,0.0,306.01582325720256
1504703,Moju,2022,40213,393,85,99,53,6,47,3,2,0,140,977.2958993360356,211.3744311541044,246.18904334419216,131.79817471961803,14.920548081466192,116.87762663815185,7.460274040733096,4.973516027155397,0.0,348.1461219008778
1504752,Mojuí dos Campos,2022,11270,55,11,16,16,2,14,0,0,0,27,488.0212954747117,97.60425909494232,141.9698314108252,141.9698314108252,17.74622892635315,124.22360248447205,0.0,0.0,0.0,239.57409050576754
1504802,Monte Alegre,2022,29661,223,59,73,18,4,14,0,0,0,77,751.8290010451434,198.91439937965677,246.1144263511008,60.68574896328512,13.485721991841139,47.20002697144398,0.0,0.0,0.0,259.6001483429419
1504901,Muaná,2022,22371,243,53,77,31,8,23,0,0,0,84,1086.2277055115999,236.91386169594563,344.1956103884493,138.57225872781726,35.76058289750123,102.81167583031605,0.0,0.0,0.0,375.4861204237629
1504950,Nova Esperança do Piriá,2022,9962,72,10,15,10,0,10,0,0,0,20,722.7464364585425,100.38144950813091,150.57217426219634,100.38144950813091,0.0,100.38144950813091,0.0,0.0,0.0,200.76289901626183
1504976,Nova Ipixuna,2022,6661,52,13,21,9,1,8,0,0,0,22,780.6635640294251,195.16589100735627,315.2679777811139,135.1148476204774,15.012760846719713,120.1020867737577,0.0,0.0,0.0,330.28073862783367
1505007,Nova Timboteua,2022,6303,49,14,17,11,1,10,0,0,0,25,777.4075836903062,222.11645248294462,269.7128351578613,174.52006980802793,15.865460891638904,158.654608916389,0.0,0.0,0.0,396.63652229097255
1505031,Novo Progresso,2022,16151,275,71,92,27,5,22,1,0,0,98,1702.6809485480774,439.60126307968545,569.6241718779023,167.17231131199307,30.957835428146865,136.2144758838462,6.191567085629373,0.0,0.0,606.7735743916785
1505064,Novo Repartimento,2022,29423,147,31,44,22,0,22,4,2,0,55,499.6091493049655,105.35975257451653,149.54287462189444,74.77143731094722,0.0,74.77143731094722,13.594806783808586,6.797403391904293,0.0,186.92859327736804
1505106,Óbidos,2022,25485,247,51,71,24,6,18,1,1,0,76,969.19756719639,200.11771630370805,278.59525210908373,94.17304296645085,23.543260741612713,70.62978222483814,3.9238767902687854,3.9238767902687854,0.0,298.2146360604277
1505205,Oeiras do Pará,2022,16201,285,53,83,25,2,23,0,0,0,78,1759.150669711746,327.1402999814826,512.3140546879823,154.31146225541633,12.344916980433306,141.96654527498302,0.0,0.0,0.0,481.45176223689896
1505304,Oriximiná,2022,33838,633,103,151,26,5,21,2,1,0,130,1870.6779360482296,304.3915125007388,446.243867840889,76.83669247591466,14.776287014598973,62.06040546131568,5.910514805839588,2.955257402919794,0.0,384.18346237957326
1505403,Ourém,2022,8808,66,16,26,9,3,6,0,0,0,25,749.3188010899182,181.65304268846504,295.18619436875565,102.17983651226157,34.05994550408719,68.11989100817438,0.0,0.0,0.0,283.8328792007266
1505437,Ourilândia do Norte,2022,15925,141,23,31,17,4,13,3,0,0,40,885.4003139717425,144.4270015698587,194.66248037676607,106.75039246467817,25.117739403453687,81.63265306122449,18.838304552590266,0.0,0.0,251.1773940345369
1505486,Pacajá,2022,19465,156,36,47,36,8,28,2,1,0,73,801.4384793218597,184.94734138196765,241.45902902645776,184.94734138196765,41.099409195992806,143.84793218597483,10.274852298998201,5.137426149499101,0.0,375.03210891343434
1505494,Palestina do Pará,2022,3347,29,10,12,3,1,2,1,1,0,14,866.4475649835674,298.7750224081267,358.53002688975204,89.63250672243801,29.877502240812667,59.755004481625335,29.877502240812667,29.877502240812667,0.0,418.2850313713774
1505502,Paragominas,2022,53089,770,116,151,51,11,40,4,3,0,170,1450.394620354499,218.50100774171676,284.4280359396485,96.06509823127202,20.719923147921413,75.3451750833506,7.53451750833506,5.650888131251295,0.0,320.2169941042401
1505536,Parauapebas,2022,133914,2457,403,521,191,48,143,5,0,0,594,1834.759621846857,300.9394088743522,389.05566258942304,142.62885135236047,35.843899816300016,106.78495153606045,3.7337395641979176,0.0,0.0,443.56826022671265
1505551,Pau D'Arco,2022,3376,30,12,20,2,0,2,0,0,0,14,888.6255924170616,355.4502369668246,592.4170616113744,59.241706161137444,0.0,59.241706161137444,0.0,0.0,0.0,414.69194312796213
1505601,Peixe-Boi,2022,4083,27,11,13,4,0,4,0,0,0,15,661.2784717119764,269.409747734509,318.3933382316924,97.96718099436688,0.0,97.96718099436688,0.0,0.0,0.0,367.37692872887584
1505635,Piçarra,2022,6098,33,12,19,5,1,4,0,0,0,17,541.1610364053788,196.78583142013775,311.5775664152181,81.99409642505739,16.398819285011477,65.59527714004591,0.0,0.0,0.0,278.7799278451951
1505650,Placas,2022,8813,70,19,22,8,0,8,0,0,0,27,794.2811755361398,215.5906047883808,249.63122659707253,90.77499148984454,0.0,90.77499148984454,0.0,0.0,0.0,306.3655962782253
1505700,Ponta de Pedras,2022,12142,252,44,84,22,3,19,0,0,0,66,2075.4406193378354,362.37852083676495,691.8135397792786,181.18926041838247,24.70762642068852,156.48163399769396,0.0,0.0,0.0,543.5677812551473
1505809,Portel,2022,29876,318,42,72,42,10,32,0,0,0,84,1064.3995180077654,140.58106841611996,240.99611728477709,140.58106841611996,33.47168295621904,107.10938545990092,0.0,0.0,0.0,281.1621368322399
1505908,Porto de Moz,2022,19479,239,39,65,27,5,22,1,0,0,66,1226.9623697315058,200.2156168181118,333.69269469685304,138.61081164330818,25.66866882283485,112.94214282047332,5.13373376456697,0.0,0.0,338.82642846142
1506005,Prainha,2022,17110,120,22,27,16,3,13,0,0,0,38,701.344243132671,128.57977790765634,157.80245470485096,93.5125657510228,17.533606078316772,75.97895967270603,0.0,0.0,0.0,222.09234365867914
1506104,Primavera,2022,5369,57,12,18,8,2,6,0,0,0,20,1061.650214192587,223.50530825107094,335.25796237660643,149.0035388340473,37.250884708511826,111.75265412553547,0.0,0.0,0.0,372.5088470851183
1506112,Quatipuru,2022,5676,65,20,25,5,1,4,0,0,0,25,1145.1726568005638,352.3608174770966,440.4510218463707,88.09020436927415,17.618040873854827,70.47216349541931,0.0,0.0,0.0,440.4510218463707
1506138,Redenção,2022,43371,914,141,176,41,8,33,5,0,0,182,2107.398953217588,325.1020266998686,405.80111134168,94.53321343755043,18.44550506098545,76.08770837656499,11.528440663115907,0.0,0.0,419.63524013741903
1506161,Rio Maria,2022,9063,94,40,47,6,0,6,0,0,0,46,1037.184155356946,441.3549597263599,518.592077678473,66.20324395895399,0.0,66.20324395895399,0.0,0.0,0.0,507.5582036853139
1506187,Rondon do Pará,2022,25787,246,57,71,27,2,25,1,1,0,85,953.9690541745841,221.04161011362316,275.33253189591653,104.70392058013728,7.755845968899057,96.94807461123821,3.8779229844495284,3.8779229844495284,0.0,329.62345367820996
1506195,Rurópolis,2022,17398,92,19,23,15,2,13,0,0,0,34,528.7964133808483,109.20795493734913,132.19910334521208,86.21680652948615,11.495574203931486,74.72123232555467,0.0,0.0,0.0,195.42476146683526
1506203,Salinópolis,2022,22189,537,76,107,29,6,23,2,0,0,105,2420.118076524404,342.5120555230069,482.2209202758124,130.69538960746317,27.04042543602686,103.65496417143629,9.013475145342287,0.0,0.0,473.20744513047003
1506302,Salvaterra,2022,12078,255,43,83,14,2,12,0,0,0,57,2111.276701440636,356.01920847822487,687.1998675277364,115.91323066732903,16.559032952475576,99.35419771485346,0.0,0.0,0.0,471.93243914555393
1506351,Santa Bárbara do Pará,2022,10602,152,20,32,15,1,14,1,0,0,35,1433.6917562724013,188.64365214110546,301.82984342576873,141.48273910582907,9.432182607055273,132.05055649877383,9.432182607055273,0.0,0.0,330.12639124693453
1506401,Santa Cruz do Arari,2022,3557,55,21,42,1,0,1,0,0,0,22,1546.2468372223784,590.3851560303626,1180.7703120607252,28.1135788585887,0.0,28.1135788585887,0.0,0.0,0.0,618.4987348889514
1506500,Santa Izabel do Pará,2022,33377,533,68,81,33,11,22,3,2,0,103,1596.9080504539054,203.73310962638942,242.68208646672858,98.87047967163016,32.95682655721005,65.9136531144201,8.98822542469365,5.9921502831291,0.0,308.59573958114873
1506559,Santa Luzia do Pará,2022,10130,57,19,24,5,0,5,0,0,0,24,562.685093780849,187.56169792694965,236.92003948667323,49.35834155972359,0.0,49.35834155972359,0.0,0.0,0.0,236.92003948667323
1506583,Santa Maria das Barreiras,2022,7778,36,12,15,5,1,4,2,1,0,18,462.84391874517877,154.28130624839292,192.8516328104911,64.28387760349705,12.856775520699408,51.42710208279763,25.713551041398816,12.856775520699408,0.0,231.42195937258938
1506609,Santa Maria do Pará,2022,12477,117,27,36,12,1,11,0,0,0,39,937.7254147631643,216.3981726376533,288.5308968502044,96.17696561673479,8.014747134727898,88.16221848200689,0.0,0.0,0.0,312.57513825438804
1506708,Santana do Araguaia,2022,15740,260,87,114,24,6,18,4,2,0,113,1651.8424396442185,552.7318932655655,724.2693773824651,152.47776365946632,38.11944091486658,114.35832274459975,25.412960609911053,12.706480304955527,0.0,717.9161372299873
1506807,Santarém,2022,168862,2443,361,512,133,30,103,4,3,0,497,1446.74349468797,213.78403666899598,303.20616835048736,78.76253982541957,17.76598642678637,60.9965533986332,2.3687981902381825,1.776598642678637,0.0,294.32317513709415
1506906,Santarém Novo,2022,2911,25,4,9,2,0,2,0,0,0,6,858.8114050154586,137.4098248024734,309.1721058055651,68.7049124012367,0.0,68.7049124012367,0.0,0.0,0.0,206.11473720371006
1507003,Santo Antônio do Tauá,2022,13701,169,27,33,29,7,22,1,0,0,56,1233.4866068170206,197.06590759798556,240.858331508649,211.66338223487335,51.09116122910736,160.572221005766,7.2987373184439095,0.0,0.0,408.72928983285885
1507102,São Caetano de Odivelas,2022,8193,108,24,45,13,4,9,0,0,0,37,1318.1984621017943,292.9329915781765,549.2493592090809,158.6720371048456,48.82216526302942,109.84987184181618,0.0,0.0,0.0,451.60502868302206
1507151,São Domingos do Araguaia,2022,10376,106,35,40,7,2,5,1,0,0,42,1021.5882806476484,337.31688511950654,385.50501156515037,67.46337702390132,19.275250578257516,48.188126445643796,9.637625289128758,0.0,0.0,404.7802621434078
1507201,São Domingos do Capim,2022,14584,93,23,28,12,3,9,0,0,0,35,637.6851343938563,157.70707624794295,191.99122325836532,82.28195282501372,20.57048820625343,61.71146461876029,0.0,0.0,0.0,239.98902907295667
1507300,São Félix do Xingu,2022,30588,321,82,94,44,1,43,4,0,0,126,1049.4311494703804,268.07898522296324,307.31005623120177,143.84726036354127,3.26925591735321,140.57800444618806,13.07702366941284,0.0,0.0,411.9262455865045
1507409,São Francisco do Pará,2022,7348,59,10,16,3,1,2,0,0,0,13,802.9395753946652,136.09145345672292,217.74632553075668,40.827436037016874,13.609145345672292,27.218290691344585,0.0,0.0,0.0,176.91888949373978
1507458,São Geraldo do Araguaia,2022,12013,112,29,46,16,1,15,2,1,0,46,932.3233164072254,241.4051444268709,382.9185049529676,133.18904520103223,8.324315325064514,124.8647298759677,16.64863065012903,8.324315325064514,0.0,382.9185049529676
1507466,São João da Ponta,2022,2143,18,1,4,5,0,5,0,0,0,6,839.9440037330844,46.66355576294914,186.65422305179655,233.31777881474568,0.0,233.31777881474568,0.0,0.0,0.0,279.98133457769484
