municipality_code,municipality,institutional_coverage,institutional_deficit_available_4,cnes_health_service_deficit,cnes_multidisciplinary_staff_deficit,social_specialized_service_deficit,justice_tjpa_access_deficit,protection_network_validated_category_diversity,protection_network_specialized_non_health_services,institutional_deficit_ratio,equal_modes__equal_roles__score,equal_modes__availability_emphasis__score,equal_modes__proximity_emphasis__score,road_emphasis__equal_roles__score,road_emphasis__availability_emphasis__score,road_emphasis__proximity_emphasis__score,water_emphasis__equal_roles__score,water_emphasis__availability_emphasis__score,water_emphasis__proximity_emphasis__score,air_emphasis__equal_roles__score,air_emphasis__availability_emphasis__score,air_emphasis__proximity_emphasis__score
1501725,Brasil Novo,3,3,0,0,0,0,0.0,0.0,1.0,0.3578088578088578,0.275058275058275,0.4405594405594405,0.3898601398601398,0.3146853146853147,0.465034965034965,0.3339160839160839,0.2499999999999999,0.4178321678321677,0.3496503496503497,0.2604895104895104,0.4388111888111888
1501758,Brejo Grande do Araguaia,3,2,2,0,0,1,0.0,0.0,0.6666666666666666,0.3927738927738927,0.3216783216783216,0.4638694638694638,0.458041958041958,0.3951048951048951,0.5209790209790209,0.3688811188811189,0.2907925407925408,0.4469696969696969,0.3513986013986014,0.2791375291375291,0.4236596736596736
1501782,Breu Branco,3,2,0,0,0,0,0.0,0.0,0.6666666666666666,0.4941724941724941,0.441077441077441,0.5472675472675472,0.5515734265734266,0.5073815073815073,0.5957653457653457,0.4895104895104895,0.4378399378399378,0.5411810411810412,0.4414335664335664,0.3780108780108779,0.5048562548562547
1501808,Breves,3,0,0,0,0,0,2.0,2.0,0.0,0.4079254079254079,0.4649054649054648,0.3509453509453508,0.3295454545454545,0.3702408702408702,0.2888500388500388,0.4431818181818182,0.4957264957264957,0.3906371406371406,0.451048951048951,0.5287490287490286,0.3733488733488733
1501907,Bujaru,4,2,0,0,0,1,0.0,0.0,0.5,0.5066045066045066,0.4871794871794871,0.526029526029526,0.5521561771561772,0.5367132867132867,0.5675990675990676,0.5544871794871795,0.5372960372960373,0.5716783216783217,0.4131701631701632,0.3875291375291375,0.4388111888111888
1501956,Cachoeira do Piriá,3,3,1,0,0,1,0.0,0.0,1.0,0.4079254079254079,0.3996373996373996,0.4162134162134162,0.430944055944056,0.4232711732711732,0.4386169386169385,0.4659090909090909,0.4619269619269619,0.4698912198912199,0.326923076923077,0.3137140637140637,0.3401320901320901
1502004,Cachoeira do Arari,4,2,2,0,0,0,0.0,0.0,0.5,0.5011655011655012,0.5063455063455062,0.4959854959854959,0.4318181818181818,0.4351204351204351,0.4285159285159284,0.4825174825174825,0.4786324786324786,0.4864024864024864,0.5891608391608392,0.6052836052836053,0.5730380730380731
1502103,Cametá,3,0,0,0,0,0,1.0,1.0,0.0,0.6868686868686869,0.6889406889406888,0.6847966847966848,0.662004662004662,0.6489898989898989,0.675019425019425,0.6858974358974359,0.686091686091686,0.6857031857031857,0.7127039627039627,0.7317404817404817,0.6936674436674436
1502152,Canaã dos Carajás,4,0,1,0,0,0,1.0,1.0,0.0,0.4257964257964258,0.4470344470344469,0.4045584045584045,0.4216200466200466,0.4425019425019424,0.4007381507381508,0.3615967365967366,0.3634421134421134,0.3597513597513597,0.4941724941724942,0.5351592851592851,0.4531857031857031
1502202,Capanema,3,0,0,0,0,0,1.0,1.0,0.0,0.7389277389277389,0.7094017094017093,0.7684537684537684,0.7954545454545454,0.7721445221445221,0.8187645687645688,0.6293706293706294,0.5821678321678321,0.6765734265734266,0.7919580419580419,0.7738927738927739,0.8100233100233101
1502301,Capitão Poço,4,2,0,0,0,1,0.0,0.0,0.5,0.618104118104118,0.6094276094276094,0.6267806267806266,0.662004662004662,0.654040404040404,0.6699689199689199,0.5337995337995338,0.5038850038850038,0.5637140637140636,0.6585081585081585,0.6703574203574203,0.6466588966588966
1502400,Castanhal,3,2,0,0,0,0,1.0,1.0,0.6666666666666666,0.7206682206682207,0.7003367003367003,0.740999740999741,0.7564102564102564,0.7507770007770007,0.7620435120435121,0.6159673659673659,0.5755633255633256,0.6563714063714063,0.7896270396270396,0.7746697746697746,0.8045843045843046
1502509,Chaves,4,1,2,0,0,0,0.0,0.0,0.25,0.4384226884226884,0.4801864801864801,0.3966588966588966,0.3336247086247086,0.3653846153846153,0.3018648018648018,0.4771270396270396,0.5145687645687645,0.4396853146853147,0.504516317016317,0.5606060606060606,0.4484265734265734
1502608,Colares,4,4,3,0,1,0,0.0,0.0,1.0,0.785159285159285,0.7738927738927739,0.7964257964257964,0.7741841491841491,0.7529137529137528,0.7954545454545454,0.7555361305361306,0.747086247086247,0.763986013986014,0.8257575757575757,0.8216783216783217,0.8298368298368298
1502707,Conceição do Araguaia,4,1,1,0,0,1,0.0,0.0,0.25,0.5221445221445221,0.5413105413105412,0.5029785029785029,0.4921328671328671,0.5067987567987567,0.4774669774669774,0.4956293706293706,0.5031080031080031,0.4881507381507382,0.5786713286713286,0.614024864024864,0.5433177933177933
1502756,Concórdia do Pará,4,0,1,0,0,1,0.0,0.0,0.0,0.4475524475524476,0.4032634032634032,0.4918414918414918,0.5305944055944056,0.5110722610722611,0.5501165501165501,0.4160839160839161,0.356060606060606,0.4761072261072261,0.395979020979021,0.3426573426573426,0.4493006993006992
1502764,Cumaru do Norte,3,3,1,0,0,1,0.0,0.0,1.0,0.451048951048951,0.4405594405594405,0.4615384615384615,0.4134615384615385,0.4020979020979021,0.4248251748251748,0.361013986013986,0.3455710955710955,0.3764568764568764,0.5786713286713286,0.574009324009324,0.5833333333333333
1502772,Curionópolis,4,3,1,0,0,1,0.0,0.0,0.75,0.548951048951049,0.5609945609945609,0.5369075369075369,0.5524475524475525,0.5775058275058275,0.5273892773892774,0.4597902097902098,0.4527972027972027,0.4667832167832167,0.6346153846153846,0.6526806526806526,0.6165501165501166
1502806,Curralinho,3,3,1,0,0,0,0.0,0.0,1.0,0.2645687645687646,0.2566692566692566,0.2724682724682724,0.2211538461538461,0.2123154623154623,0.2299922299922299,0.3426573426573426,0.3442113442113442,0.341103341103341,0.2298951048951049,0.2134809634809634,0.2463092463092462
1502855,Curuá,4,2,2,0,0,1,1.0,0.0,0.5,0.404040404040404,0.3698523698523698,0.4382284382284382,0.4192890442890443,0.3747086247086247,0.4638694638694638,0.453088578088578,0.432983682983683,0.4731934731934731,0.3397435897435897,0.3018648018648018,0.3776223776223776
1502905,Curuçá,4,2,1,0,0,1,0.0,0.0,0.5,0.4797979797979798,0.4470344470344469,0.5125615125615125,0.5783799533799534,0.5485625485625485,0.6081973581973581,0.4819347319347319,0.4444444444444444,0.5194250194250193,0.3790792540792541,0.3480963480963481,0.4100621600621599
1502939,Dom Eliseu,4,2,0,0,0,0,0.0,0.0,0.5,0.4487179487179487,0.4599844599844599,0.4374514374514374,0.451923076923077,0.4592074592074592,0.4446386946386946,0.375,0.3706293706293706,0.3793706293706293,0.5192307692307693,0.5501165501165501,0.4883449883449883
1502954,Eldorado do Carajás,4,1,1,0,0,1,0.0,0.0,0.25,0.4052059052059051,0.3532763532763533,0.457135457135457,0.5136946386946387,0.4671717171717172,0.5602175602175602,0.363053613053613,0.3043900543900544,0.4217171717171717,0.3388694638694638,0.2882672882672882,0.3894716394716394
1503002,Faro,3,2,2,0,0,0,0.0,0.0,0.6666666666666666,0.1526806526806527,0.1844081844081843,0.1209531209531209,0.1311188811188811,0.1557886557886557,0.1064491064491064,0.2089160839160839,0.2567987567987568,0.161033411033411,0.118006993006993,0.1406371406371406,0.0953768453768453
1503044,Floresta do Araguaia,3,2,1,0,0,1,0.0,0.0,0.6666666666666666,0.634032634032634,0.6762496762496761,0.5918155918155918,0.6048951048951049,0.6447163947163947,0.565073815073815,0.6302447552447552,0.6658896658896658,0.5945998445998446,0.6669580419580419,0.7181429681429681,0.6157731157731157
1503077,Garrafão do Norte,3,1,1,0,0,0,0.0,0.0,0.3333333333333333,0.4102564102564102,0.3589743589743589,0.4615384615384614,0.5148601398601399,0.4714452214452214,0.5582750582750582,0.3723776223776224,0.3123543123543123,0.4324009324009323,0.3435314685314685,0.293123543123543,0.3939393939393938
1503093,Goianésia do Pará,3,2,1,0,0,1,0.0,0.0,0.6666666666666666,0.4972804972804973,0.52007252007252,0.4744884744884745,0.4481351981351982,0.4704739704739704,0.4257964257964258,0.4583333333333333,0.4747474747474747,0.4419191919191919,0.5853729603729604,0.614996114996115,0.5557498057498058
1503101,Gurupá,4,1,1,0,0,0,0.0,0.0,0.25,0.243006993006993,0.2387982387982388,0.2472157472157471,0.1914335664335664,0.1872571872571872,0.1956099456099456,0.3500874125874126,0.3465423465423465,0.3536324786324786,0.1875,0.1825951825951826,0.1924048174048173
1503200,Igarapé-Açu,3,3,1,0,0,1,0.0,0.0,1.0,0.4448329448329448,0.4030044030044029,0.4866614866614866,0.56002331002331,0.533022533022533,0.587024087024087,0.4023892773892774,0.3480963480963481,0.4566822066822066,0.3720862470862471,0.3278943278943278,0.4162781662781663
1503309,Igarapé-Miri,3,2,1,0,0,1,0.0,0.0,0.6666666666666666,0.3014763014763014,0.2683242683242682,0.3346283346283345,0.2969114219114219,0.2711732711732711,0.3226495726495726,0.3289627039627039,0.2975912975912975,0.3603341103341103,0.2785547785547785,0.2362082362082362,0.3209013209013208
1503408,Inhangapi,3,2,2,0,1,1,0.0,0.0,0.6666666666666666,0.5928515928515928,0.5648795648795648,0.6208236208236206,0.6334498834498834,0.6212121212121211,0.6456876456876456,0.6217948717948717,0.5973193473193472,0.6462703962703962,0.5233100233100233,0.476107226107226,0.5705128205128205
1503457,Ipixuna do Pará,4,2,1,0,0,0,0.0,0.0,0.5,0.6208236208236209,0.6073556073556072,0.6342916342916343,0.6797785547785549,0.66006216006216,0.6994949494949494,0.5273892773892774,0.4966977466977467,0.5580808080808081,0.6553030303030303,0.6653069153069153,0.6452991452991452
1503507,Irituia,4,2,0,0,0,0,0.0,0.0,0.5,0.4999999999999999,0.462056462056462,0.5379435379435379,0.5445804195804196,0.5283605283605284,0.5608003108003108,0.5052447552447552,0.4611499611499611,0.5493395493395493,0.4501748251748251,0.3966588966588966,0.5036907536907537
1503606,Itaituba,3,0,0,0,0,0,3.0,2.0,0.0,0.5784770784770785,0.628075628075628,0.5288785288785288,0.5265151515151516,0.5479797979797979,0.505050505050505,0.5844988344988346,0.6548174048174048,0.5141802641802641,0.6244172494172495,0.6814296814296814,0.5674048174048174
1503705,Itupiranga,3,1,1,0,0,0,0.0,0.0,0.3333333333333333,0.4638694638694638,0.4408184408184408,0.4869204869204868,0.5218531468531469,0.4897047397047397,0.554001554001554,0.4895104895104895,0.4805749805749805,0.4984459984459984,0.3802447552447552,0.3521756021756021,0.4083139083139082
1503754,Jacareacanga,3,2,2,0,0,0,0.0,0.0,0.6666666666666666,0.3741258741258741,0.4068894068894068,0.3413623413623413,0.2937062937062937,0.3209013209013209,0.2665112665112665,0.3277972027972028,0.3644133644133644,0.2911810411810411,0.5008741258741258,0.5353535353535354,0.4663947163947164
1503804,Jacundá,3,1,1,0,0,0,0.0,0.0,0.3333333333333333,0.4075369075369075,0.3708883708883708,0.4441854441854442,0.4533799533799534,0.4232711732711732,0.4834887334887335,0.4233682983682983,0.3844211344211344,0.4623154623154623,0.3458624708624708,0.304972804972805,0.3867521367521367
1503903,Juruti,3,2,1,0,0,0,1.0,0.0,0.6666666666666666,0.4634809634809634,0.5159285159285159,0.4110334110334109,0.400058275058275,0.4382284382284382,0.3618881118881119,0.495920745920746,0.5413752913752914,0.4504662004662004,0.4944638694638694,0.5681818181818181,0.4207459207459207
1504000,Limoeiro do Ajuru,3,2,2,0,0,1,0.0,0.0,0.6666666666666666,0.2929292929292929,0.2849002849002849,0.300958300958301,0.2686480186480187,0.2579642579642579,0.2793317793317794,0.3799533799533799,0.376068376068376,0.3838383838383838,0.2301864801864802,0.2206682206682206,0.2397047397047397
1504059,Mãe do Rio,3,2,1,0,0,0,0.0,0.0,0.6666666666666666,0.4681429681429681,0.413105413105413,0.5231805231805231,0.5643939393939394,0.5277777777777777,0.601010101010101,0.4338578088578088,0.364996114996115,0.5027195027195027,0.4061771561771561,0.3465423465423465,0.4658119658119657
1504109,Magalhães Barata,3,2,3,0,0,0,0.0,0.0,0.6666666666666666,0.4106449106449106,0.3724423724423724,0.4488474488474488,0.5046620046620046,0.4844599844599844,0.5248640248640248,0.3712121212121211,0.3214840714840715,0.4209401709401709,0.356060606060606,0.3113830613830614,0.4007381507381507
1504208,Marabá,3,0,0,0,0,0,3.0,3.0,0.0,0.5753690753690753,0.6083916083916083,0.5423465423465423,0.5145687645687645,0.5413752913752914,0.4877622377622377,0.5658508158508159,0.6013986013986015,0.5303030303030303,0.6456876456876457,0.6824009324009324,0.608974358974359
1504307,Maracanã,3,2,2,0,0,0,0.0,0.0,0.6666666666666666,0.4945609945609945,0.4237244237244236,0.5653975653975652,0.5815850815850816,0.5287490287490287,0.6344211344211343,0.4411421911421911,0.3646076146076146,0.5176767676767676,0.4609557109557109,0.3778166278166278,0.544094794094794
1504406,Marapanim,3,2,1,0,0,0,0.0,0.0,0.6666666666666666,0.3752913752913752,0.3387723387723387,0.4118104118104117,0.4659090909090909,0.4434731934731934,0.4883449883449883,0.3522727272727273,0.3012820512820512,0.4032634032634032,0.3076923076923076,0.2715617715617715,0.3438228438228438
1504422,Marituba,3,2,0,0,0,0,0.0,0.0,0.6666666666666666,0.559052059052059,0.5006475006475006,0.6174566174566174,0.5923659673659674,0.559052059052059,0.6256798756798756,0.550990675990676,0.491064491064491,0.6109168609168609,0.5337995337995338,0.4518259518259518,0.6157731157731158
1504455,Medicilândia,3,2,1,0,0,0,0.0,0.0,0.6666666666666666,0.1227661227661227,0.1074851074851074,0.138047138047138,0.1462703962703962,0.1359751359751359,0.1565656565656565,0.1273310023310023,0.1041181041181041,0.1505439005439005,0.0946969696969697,0.0823620823620823,0.107031857031857
1504505,Melgaço,3,1,1,0,0,1,0.0,0.0,0.3333333333333333,0.354118104118104,0.3869463869463869,0.3212898212898212,0.2817599067599068,0.303030303030303,0.2604895104895104,0.3716491841491841,0.3886946386946386,0.3546037296037296,0.4089452214452214,0.4691142191142191,0.3487762237762237
1504604,Mocajuba,3,2,1,0,0,0,0.0,0.0,0.6666666666666666,0.472027972027972,0.4162134162134161,0.5278425278425277,0.4895104895104895,0.4508547008547008,0.5281662781662781,0.4641608391608391,0.4133644133644133,0.5149572649572649,0.4624125874125874,0.3844211344211344,0.5404040404040404
1504703,Moju,3,2,0,0,0,1,1.0,0.0,0.6666666666666666,0.592074592074592,0.6226366226366226,0.5615125615125613,0.5454545454545454,0.5666278166278166,0.5242812742812742,0.6101398601398601,0.6332556332556332,0.587024087024087,0.6206293706293706,0.6680264180264179,0.5732323232323232
1504752,Mojuí dos Campos,3,3,3,0,0,1,0.0,0.0,1.0,0.3512043512043512,0.3102823102823102,0.3921263921263921,0.467074592074592,0.4256021756021756,0.5085470085470085,0.3082750582750582,0.2626262626262626,0.3539238539238539,0.2782634032634032,0.2426184926184926,0.3139083139083139
1504802,Monte Alegre,3,3,1,0,0,0,0.0,0.0,1.0,0.4020979020979021,0.485107485107485,0.319088319088319,0.3513986013986013,0.4209401709401709,0.2818570318570318,0.4169580419580419,0.4963092463092463,0.3376068376068376,0.4379370629370629,0.5380730380730381,0.3378010878010877
1504901,Muaná,2,2,2,0,0,0,0.0,0.0,1.0,0.2290209790209789,0.2294742294742294,0.2285677285677285,0.187062937062937,0.1843434343434343,0.1897824397824397,0.3125,0.3214840714840714,0.3035159285159285,0.1875,0.1825951825951825,0.1924048174048174
1504950,Nova Esperança do Piriá,3,1,1,0,0,1,0.0,0.0,0.3333333333333333,0.2412587412587412,0.2276612276612276,0.2548562548562548,0.2884615384615384,0.2925407925407925,0.2843822843822843,0.2482517482517482,0.2156177156177156,0.2808857808857808,0.187062937062937,0.1748251748251748,0.1993006993006993
1504976,Nova Ipixuna,4,1,2,0,0,1,1.0,0.0,0.25,0.4456099456099456,0.3908313908313908,0.5003885003885004,0.4653263403263403,0.4230769230769231,0.5075757575757576,0.4778554778554778,0.4166666666666666,0.539044289044289,0.3936480186480187,0.3327505827505827,0.4545454545454545
1505007,Nova Timboteua,3,3,1,0,0,0,0.0,0.0,1.0,0.5155400155400155,0.4509194509194509,0.5801605801605801,0.6217948717948718,0.5753690753690753,0.6682206682206682,0.4621212121212121,0.3885003885003885,0.5357420357420357,0.4627039627039627,0.3888888888888888,0.5365190365190364
1505031,Novo Progresso,3,3,0,0,0,0,0.0,0.0,1.0,0.3131313131313131,0.347060347060347,0.2792022792022792,0.296037296037296,0.3214840714840715,0.2705905205905206,0.2363053613053612,0.2612665112665112,0.2113442113442113,0.407051282051282,0.4584304584304584,0.3556721056721056
1505064,Novo Repartimento,4,3,0,0,0,0,0.0,0.0,0.75,0.5155400155400156,0.5501165501165501,0.4809634809634809,0.5238927738927739,0.5477855477855478,0.5,0.469988344988345,0.4959207459207458,0.444055944055944,0.5527389277389277,0.6066433566433567,0.4988344988344988
1505106,Óbidos,3,3,0,0,0,1,0.0,0.0,1.0,0.3613053613053613,0.4439264439264438,0.2786842786842787,0.2945804195804196,0.3620823620823621,0.2270784770784771,0.3627622377622377,0.4496891996891996,0.2758352758352758,0.4265734265734265,0.52000777000777,0.3331390831390831
1505205,Oeiras do Pará,3,2,1,0,0,0,0.0,0.0,0.6666666666666666,0.364024864024864,0.3462833462833462,0.3817663817663817,0.3945221445221445,0.3628593628593628,0.4261849261849261,0.4122960372960373,0.408119658119658,0.4164724164724164,0.2852564102564102,0.2678710178710178,0.3026418026418026
1505304,Oriximiná,3,2,1,0,0,0,0.0,0.0,0.6666666666666666,0.31002331002331,0.4019684019684019,0.218078218078218,0.2517482517482518,0.3218725718725718,0.1816239316239316,0.3208041958041958,0.4158896658896658,0.2257187257187257,0.3575174825174825,0.4681429681429681,0.2468919968919968
1505403,Ourém,3,3,1,0,0,1,1.0,0.0,1.0,0.4953379953379953,0.4180264180264179,0.5726495726495726,0.5681818181818181,0.5104895104895104,0.6258741258741258,0.4554195804195804,0.3694638694638694,0.5413752913752914,0.4624125874125874,0.3741258741258741,0.5506993006993006
1505437,Ourilândia do Norte,4,4,1,0,0,0,0.0,0.0,1.0,0.3407148407148407,0.3576793576793576,0.3237503237503237,0.293997668997669,0.3084693084693084,0.2795260295260295,0.2741841491841492,0.2806915306915306,0.2676767676767677,0.453962703962704,0.4838772338772338,0.4240481740481741
1505486,Pacajá,3,2,1,0,0,0,1.0,0.0,0.6666666666666666,0.45998445998446,0.4457394457394457,0.4742294742294741,0.421037296037296,0.405982905982906,0.436091686091686,0.3901515151515151,0.3644133644133643,0.4158896658896658,0.5687645687645688,0.5668220668220668,0.5707070707070706
1505494,Palestina do Pará,4,2,2,1,1,1,0.0,0.0,0.5,0.5831390831390831,0.5928515928515927,0.5734265734265734,0.5684731934731935,0.574009324009324,0.5629370629370629,0.5512820512820513,0.5483682983682983,0.5541958041958042,0.6296620046620046,0.6561771561771561,0.6031468531468531
1505502,Paragominas,3,1,0,0,0,0,1.0,1.0,0.3333333333333333,0.6647241647241647,0.6588966588966588,0.6705516705516705,0.6576340326340326,0.6509324009324009,0.6643356643356644,0.5906177156177157,0.5833333333333333,0.5979020979020979,0.745920745920746,0.7424242424242424,0.7494172494172494
1505536,Parauapebas,3,1,0,0,0,0,4.0,3.0,0.3333333333333333,0.3286713286713286,0.3682983682983682,0.289044289044289,0.3120629370629371,0.3484848484848485,0.2756410256410256,0.2770979020979021,0.2966200466200466,0.2575757575757575,0.3968531468531469,0.4597902097902098,0.3339160839160839
1505551,Pau DArco,4,3,2,0,1,1,0.0,0.0,0.75,0.3993783993783993,0.3556073556073555,0.4431494431494431,0.4787296037296037,0.4531857031857031,0.5042735042735043,0.3455710955710955,0.2973970473970473,0.3937451437451437,0.3738344988344988,0.3162393162393162,0.4314296814296814
1505601,Peixe-Boi,4,3,3,0,0,1,0.0,0.0,0.75,0.4662004662004662,0.4079254079254079,0.5244755244755244,0.5227272727272727,0.4941724941724941,0.5512820512820512,0.4239510489510489,0.3554778554778554,0.4924242424242424,0.4519230769230769,0.374125874125874,0.5297202797202797
