municipality_code,municipality,protection_network_seat_latitude,protection_network_seat_longitude,protection_network_seat_geocoding_confidence,protection_network_nearest_any_public_km,protection_network_nearest_any_public_service_id,protection_network_nearest_specialized_non_health_km,protection_network_nearest_specialized_non_health_service_id,protection_network_nearest_specialized_police_km,protection_network_nearest_specialized_police_service_id,protection_network_nearest_justice_km,protection_network_nearest_justice_service_id,protection_network_nearest_shelter_km,protection_network_nearest_shelter_service_id,protection_network_nearest_reference_center_km,protection_network_nearest_reference_center_service_id,protection_network_nearest_health_km,protection_network_nearest_health_service_id
1500859,Anapu,-3.4668292,-51.2057035,high,115.54739423477356,L180-PA-004,214.9732548245288,L180-PA-046,,,407.32028241959347,L180-PA-091,,,214.9732548245288,L180-PA-046,115.54739423477356,L180-PA-004
1500909,Augusto Corrêa,-1.0229335,-46.6404029,high,196.1869991347222,L180-PA-007,196.1869991347222,L180-PA-007,,,911.6445893038538,L180-PA-091,,,196.1869991347222,L180-PA-007,206.8696359105094,L180-PA-034
1500958,Aurora do Pará,-2.1323199,-47.558436,high,125.1490987511132,L180-PA-031,125.93733080801076,L180-PA-007,,,796.6019870371503,L180-PA-091,,,125.93733080801076,L180-PA-007,125.1490987511132,L180-PA-031
1501006,Aveiro,-3.6029015,-55.328079,high,72.11530526395597,L180-PA-087,147.27651362695144,L180-PA-091,,,147.27651362695144,L180-PA-091,,,579.4673758754959,L180-PA-046,72.11530526395597,L180-PA-087
1501105,Bagre,-1.8994498,-50.2103844,high,39.20696862466437,L180-PA-046,39.20696862466437,L180-PA-046,,,504.71776972763234,L180-PA-091,,,39.20696862466437,L180-PA-046,148.47756519433713,L180-PA-001
1501204,Baião,-2.7903479,-49.6702845,high,147.24399532655602,L180-PA-001,153.41352418408286,L180-PA-046,,,562.6305575522492,L180-PA-091,,,153.41352418408286,L180-PA-046,147.24399532655602,L180-PA-001
1501253,Bannach,-7.3508505,-50.4064531,high,504.3777946000077,L180-PA-004,631.2974852512118,L180-PA-046,,,726.9915228655279,L180-PA-091,,,631.2974852512118,L180-PA-046,504.3777946000077,L180-PA-004
1501303,Barcarena,-1.5107945,-48.6190679,high,0.762092756576068,L180-PA-020,32.65941592577996,L180-PA-007,,,685.7959899007669,L180-PA-091,,,32.65941592577996,L180-PA-007,0.762092756576068,L180-PA-020
1501402,Belém,-1.45056,-48.4682453,high,0.6860736166300936,L180-PA-033,15.473509643181877,L180-PA-007,,,703.3875879683012,L180-PA-091,,,15.473509643181877,L180-PA-007,0.6860736166300936,L180-PA-033
1501451,Belterra,-2.636091,-54.937392,high,33.52906784282198,L180-PA-091,33.52906784282198,L180-PA-091,,,33.52906784282198,L180-PA-091,,,506.5344927118459,L180-PA-046,162.7023991753156,L180-PA-087
1501501,Benevides,-1.3555577,-48.252235,high,13.687470535381275,L180-PA-007,13.687470535381275,L180-PA-007,,,728.7823498220863,L180-PA-091,,,13.687470535381275,L180-PA-007,24.070705843536555,L180-PA-034
1501576,Bom Jesus do Tocantins,-5.0471796,-48.5978362,high,371.0354456316867,L180-PA-001,412.165199199292,L180-PA-007,,,739.414587311752,L180-PA-091,,,412.165199199292,L180-PA-007,371.0354456316867,L180-PA-001
1501600,Bonito,-1.3605722,-47.3049907,high,118.96448083377243,L180-PA-007,118.96448083377243,L180-PA-007,,,832.7387034219014,L180-PA-091,,,118.96448083377243,L180-PA-007,128.28279947420657,L180-PA-034
1501709,Bragança,-1.0574255,-46.7635232,high,182.03112459103264,L180-PA-007,182.03112459103264,L180-PA-007,,,897.5007888813659,L180-PA-091,,,182.03112459103264,L180-PA-007,192.67727450259346,L180-PA-034
1501725,Brasil Novo,-3.3055853,-52.539198,high,39.23076009718836,L180-PA-004,261.4675038274805,L180-PA-091,,,261.4675038274805,L180-PA-091,,,291.82534904364337,L180-PA-046,39.23076009718836,L180-PA-004
1501758,Brejo Grande do Araguaia,-5.7011449,-48.4037308,high,445.5965481004502,L180-PA-001,484.15098300519736,L180-PA-007,,,789.7658893905029,L180-PA-091,,,484.15098300519736,L180-PA-007,445.5965481004502,L180-PA-001
1501782,Breu Branco,-3.7785073,-49.5684795,high,240.81616677902272,L180-PA-001,255.0444985603762,L180-PA-046,,,591.6795051545482,L180-PA-091,,,255.0444985603762,L180-PA-046,240.81616677902272,L180-PA-001
1501808,Breves,-1.1571039,-50.4382465,high,57.67310072360299,L180-PA-046,57.67310072360299,L180-PA-046,,,496.5325296023469,L180-PA-091,,,57.67310072360299,L180-PA-046,183.63819389818832,L180-PA-001
1501907,Bujaru,-1.5169239,-48.0410699,high,41.65104623275843,L180-PA-007,41.65104623275843,L180-PA-007,,,749.2857885851269,L180-PA-091,,,41.65104623275843,L180-PA-007,47.35964341272099,L180-PA-034
1501956,Cachoeira do Piriá,-1.7599443,-46.5446954,high,208.56720179103203,L180-PA-007,208.56720179103203,L180-PA-007,,,911.6818631016431,L180-PA-091,,,208.56720179103203,L180-PA-007,215.80604453298432,L180-PA-034
1502004,Cachoeira do Arari,-1.0143572,-48.9621089,high,66.33117858726276,L180-PA-020,75.02359515551574,L180-PA-007,,,659.1118388556939,L180-PA-091,,,75.02359515551574,L180-PA-007,66.33117858726276,L180-PA-020
1502103,Cametá,-2.242949,-49.497885,high,89.25344096173886,L180-PA-001,126.30683141239079,L180-PA-046,,,580.7818693040357,L180-PA-091,,,126.30683141239079,L180-PA-046,89.25344096173886,L180-PA-001
1502152,Canaã dos Carajás,-6.5296837,-49.8516592,high,454.40438546422916,L180-PA-004,544.4315191900655,L180-PA-046,,,706.9210084357275,L180-PA-091,,,544.4315191900655,L180-PA-046,454.40438546422916,L180-PA-004
1502202,Capanema,-1.1933054,-47.1828679,high,133.63494522247737,L180-PA-007,133.63494522247737,L180-PA-007,,,849.0106646020216,L180-PA-091,,,133.63494522247737,L180-PA-007,143.9924659070155,L180-PA-034
1502301,Capitão Poço,-1.7447162,-47.0638495,high,152.30489846974166,L180-PA-007,152.30489846974166,L180-PA-007,,,854.3483000582846,L180-PA-091,,,152.30489846974166,L180-PA-007,158.88914535455453,L180-PA-034
1502400,Castanhal,-1.2927031,-47.9223903,high,50.68635396938899,L180-PA-007,50.68635396938899,L180-PA-007,,,766.1006355815057,L180-PA-091,,,50.68635396938899,L180-PA-007,61.253909357213615,L180-PA-034
1502509,Chaves,-0.164154,-49.987006,high,176.65800108793033,L180-PA-046,176.65800108793033,L180-PA-046,,,583.295522124051,L180-PA-091,,,176.65800108793033,L180-PA-046,212.17199748782915,L180-PA-001
1502608,Colares,-0.936423,-48.280254,high,46.87387372009176,L180-PA-007,46.87387372009176,L180-PA-007,,,734.855128610353,L180-PA-091,,,46.87387372009176,L180-PA-007,57.823782201416336,L180-PA-034
1502707,Conceição do Araguaia,-8.2696905,-49.2676864,high,652.2855654362346,L180-PA-004,745.6251736982188,L180-PA-046,,,886.9868604693231,L180-PA-091,,,745.6251736982188,L180-PA-046,652.2855654362346,L180-PA-004
1502756,Concórdia do Pará,-1.9924056,-47.9450474,high,82.28276897913949,L180-PA-031,86.20991221521885,L180-PA-007,,,754.5509440212871,L180-PA-091,,,86.20991221521885,L180-PA-007,82.28276897913949,L180-PA-031
1502764,Cumaru do Norte,-7.8122669,-50.7677675,high,538.7030088365613,L180-PA-004,683.2854598070332,L180-PA-046,,,741.9864929273284,L180-PA-091,,,683.2854598070332,L180-PA-046,538.7030088365613,L180-PA-004
1502772,Curionópolis,-6.0990443,-49.6059039,high,433.7725762457178,L180-PA-004,501.54160647369963,L180-PA-046,,,699.0537250048021,L180-PA-091,,,501.54160647369963,L180-PA-046,433.7725762457178,L180-PA-004
1502806,Curralinho,-1.8137876,-49.7980165,high,77.54875321302785,L180-PA-046,77.54875321302785,L180-PA-046,,,551.3628162889416,L180-PA-091,,,77.54875321302785,L180-PA-046,101.84840315154989,L180-PA-001
1502855,Curuá,-1.887754,-55.116842,high,74.08274832219442,L180-PA-091,74.08274832219442,L180-PA-091,,,74.08274832219442,L180-PA-091,,,515.7168105264329,L180-PA-046,246.96021968069326,L180-PA-087
1502905,Curuçá,-0.7220333,-47.8650027,high,89.70935454915254,L180-PA-007,89.70935454915254,L180-PA-007,,,785.3286085540924,L180-PA-091,,,89.70935454915254,L180-PA-007,102.23418507414588,L180-PA-034
1502939,Dom Eliseu,-4.2928111,-47.5559083,high,321.6844042740363,L180-PA-001,339.93818607004175,L180-PA-007,,,822.120100938609,L180-PA-091,,,339.93818607004175,L180-PA-007,321.6844042740363,L180-PA-001
1502954,Eldorado do Carajás,-6.1029246,-49.3572487,high,452.863290888834,L180-PA-004,508.0219650918547,L180-PA-046,,,721.8457534609909,L180-PA-091,,,508.0219650918547,L180-PA-046,452.863290888834,L180-PA-004
1503002,Faro,-2.1737325,-56.7461191,high,226.59906582386563,L180-PA-091,226.59906582386563,L180-PA-091,,,226.59906582386563,L180-PA-091,,,698.4047943067396,L180-PA-046,242.81285632540386,L180-PA-059
1503044,Floresta do Araguaia,-7.5597065,-49.7032829,high,559.9307750311726,L180-PA-004,660.1217549966473,L180-PA-046,,,796.8062257062072,L180-PA-091,,,660.1217549966473,L180-PA-046,559.9307750311726,L180-PA-004
1503077,Garrafão do Norte,-1.9282256,-47.0513157,high,160.69607134226993,L180-PA-007,160.69607134226993,L180-PA-007,,,854.1260721290929,L180-PA-091,,,160.69607134226993,L180-PA-007,165.5089507923611,L180-PA-031
1503093,Goianésia do Pará,-3.8380998,-49.0977992,high,236.38054654945765,L180-PA-001,285.5292879233194,L180-PA-046,,,643.9233918717653,L180-PA-091,,,285.5292879233194,L180-PA-046,236.38054654945765,L180-PA-001
1503101,Gurupá,-1.406325,-51.6427456,high,76.70799965926264,L180-PA-083,132.45516001830566,L180-PA-046,,,360.46731557878223,L180-PA-091,,,132.45516001830566,L180-PA-046,76.70799965926264,L180-PA-083
1503200,Igarapé-Açu,-1.128244,-47.6199021,high,87.41033652118337,L180-PA-007,87.41033652118337,L180-PA-007,,,802.3943658807061,L180-PA-091,,,87.41033652118337,L180-PA-007,98.77019695518014,L180-PA-034
1503309,Igarapé-Miri,-1.9785213,-48.9634826,high,29.703173558493006,L180-PA-001,95.94593707531396,L180-PA-007,,,641.7813492372215,L180-PA-091,,,95.94593707531396,L180-PA-007,29.703173558493006,L180-PA-001
1503408,Inhangapi,-1.4283738,-47.9108608,high,52.3874605593182,L180-PA-007,52.3874605593182,L180-PA-007,,,765.0081573245244,L180-PA-091,,,52.3874605593182,L180-PA-007,60.73002660757985,L180-PA-034
1503457,Ipixuna do Pará,-2.5592139,-47.4965462,high,162.3615493982239,L180-PA-031,166.41936148667745,L180-PA-007,,,802.8299142613821,L180-PA-091,,,166.41936148667745,L180-PA-007,162.3615493982239,L180-PA-031
1503507,Irituia,-1.7709543,-47.4399687,high,114.12373090128969,L180-PA-007,114.12373090128969,L180-PA-007,,,812.4535321148851,L180-PA-091,,,114.12373090128969,L180-PA-007,119.07127241062068,L180-PA-031
1503606,Itaituba,-4.2625218,-55.9878139,high,0.31369513205828337,L180-PA-057,247.98960908136354,L180-PA-091,,,247.98960908136354,L180-PA-091,,,675.7578238832058,L180-PA-046,0.31369513205828337,L180-PA-057
1503705,Itupiranga,-5.1337224,-49.3321988,high,382.4926035713542,L180-PA-001,405.3056521776948,L180-PA-046,,,669.5622561046355,L180-PA-091,,,405.3056521776948,L180-PA-046,382.4926035713542,L180-PA-001
1503754,Jacareacanga,-6.2196518,-57.758625,high,291.34743480085257,L180-PA-062,539.7946441963169,L180-PA-091,,,539.7946441963169,L180-PA-091,,,952.2572017616629,L180-PA-046,291.34743480085257,L180-PA-062
1503804,Jacundá,-4.446173,-49.115272,high,303.89030256004634,L180-PA-001,343.5604100932878,L180-PA-046,,,661.6541538765613,L180-PA-091,,,343.5604100932878,L180-PA-046,303.89030256004634,L180-PA-001
1503903,Juruti,-2.6486947,-56.237372,high,170.15277356059124,L180-PA-091,170.15277356059124,L180-PA-091,,,170.15277356059124,L180-PA-091,,,648.6711200374824,L180-PA-046,177.31621002667652,L180-PA-059
1504000,Limoeiro do Ajuru,-1.8958926,-49.3828384,high,58.458517548863085,L180-PA-001,124.584291776991,L180-PA-046,,,596.1876286895824,L180-PA-091,,,124.584291776991,L180-PA-046,58.458517548863085,L180-PA-001
1504059,Mãe do Rio,-2.0458692,-47.5522076,high,120.00276185555461,L180-PA-007,120.00276185555461,L180-PA-007,,,797.7663397196598,L180-PA-091,,,120.00276185555461,L180-PA-007,120.31475840708336,L180-PA-031
1504109,Magalhães Barata,-0.7960066,-47.6010399,high,105.64710382477385,L180-PA-007,105.64710382477385,L180-PA-007,,,811.9475606865849,L180-PA-091,,,105.64710382477385,L180-PA-007,118.14301760119544,L180-PA-034
1504208,Marabá,-5.3462821,-49.1007401,high,403.61453732297093,L180-PA-001,436.1469086867911,L180-PA-046,,,703.116369320934,L180-PA-091,,,436.1469086867911,L180-PA-046,403.61453732297093,L180-PA-001
1504307,Maracanã,-0.7666582,-47.4537818,high,121.06911706104901,L180-PA-007,121.06911706104901,L180-PA-007,,,828.6352711969676,L180-PA-091,,,121.06911706104901,L180-PA-007,133.45331260178713,L180-PA-034
1504406,Marapanim,-0.7134493,-47.6985381,high,103.06740677111702,L180-PA-007,103.06740677111702,L180-PA-007,,,803.5243963181855,L180-PA-091,,,103.06740677111702,L180-PA-007,115.6777773726513,L180-PA-034
1504422,Marituba,-1.3595306,-48.3361504,high,4.540291087329889,L180-PA-007,4.540291087329889,L180-PA-007,,,719.5095444447305,L180-PA-091,,,4.540291087329889,L180-PA-007,15.32026127931508,L180-PA-034
1504455,Medicilândia,-3.4438388,-52.8889236,high,80.97718518733848,L180-PA-004,232.99161733852674,L180-PA-091,,,232.99161733852674,L180-PA-091,,,332.02023755808045,L180-PA-046,80.97718518733848,L180-PA-004
1504505,Melgaço,-1.803202,-50.714927,high,29.650399595812292,L180-PA-046,29.650399595812292,L180-PA-046,,,450.60885922870847,L180-PA-091,,,29.650399595812292,L180-PA-046,169.64235646859825,L180-PA-083
1504604,Mocajuba,-2.583098,-49.504224,high,117.75831287334846,L180-PA-001,148.37066551519794,L180-PA-046,,,579.920666225196,L180-PA-091,,,148.37066551519794,L180-PA-046,117.75831287334846,L180-PA-001
1504703,Moju,-1.889926,-48.766765,high,22.833910006173777,L180-PA-001,74.4159605249692,L180-PA-007,,,664.4037424862148,L180-PA-091,,,74.4159605249692,L180-PA-007,22.833910006173777,L180-PA-001
1504752,Mojuí dos Campos,-2.682167,-54.642717,high,29.95739854844207,L180-PA-091,29.95739854844207,L180-PA-091,,,29.95739854844207,L180-PA-091,,,475.75450985596825,L180-PA-046,160.30709531297362,L180-PA-087
1504802,Monte Alegre,-1.9989108,-54.0727694,high,86.30100419128625,L180-PA-091,86.30100419128625,L180-PA-091,,,86.30100419128625,L180-PA-091,,,400.7488123580022,L180-PA-046,205.4944029041936,L180-PA-083
1504901,Muaná,-1.5317443,-49.2223565,high,42.985211468314446,L180-PA-001,96.39375231185019,L180-PA-007,,,619.1920930134149,L180-PA-091,,,96.39375231185019,L180-PA-007,42.985211468314446,L180-PA-001
1504950,Nova Esperança do Piriá,-2.2663093,-46.9661622,high,186.98774831984684,L180-PA-007,186.98774831984684,L180-PA-007,,,861.8837278183465,L180-PA-091,,,186.98774831984684,L180-PA-007,188.98870843658366,L180-PA-031
1504976,Nova Ipixuna,-4.916221,-49.082194,high,355.7569124907854,L180-PA-001,392.5606549126986,L180-PA-046,,,684.3804497586176,L180-PA-091,,,392.5606549126986,L180-PA-046,355.7569124907854,L180-PA-001
1505007,Nova Timboteua,-1.2052428,-47.3935775,high,110.24625929185717,L180-PA-007,110.24625929185717,L180-PA-007,,,825.686785131815,L180-PA-091,,,110.24625929185717,L180-PA-007,120.74459244865935,L180-PA-034
1505031,Novo Progresso,-7.0374884,-55.4185904,high,313.4130634747547,L180-PA-062,518.6893362704512,L180-PA-091,,,518.6893362704512,L180-PA-091,,,809.3811520059149,L180-PA-046,313.4130634747547,L180-PA-062
1505064,Novo Repartimento,-4.2519172,-49.9524257,high,276.94413517521707,L180-PA-004,292.61613111951164,L180-PA-046,,,567.0931618729585,L180-PA-091,,,292.61613111951164,L180-PA-046,276.94413517521707,L180-PA-004
1505106,Óbidos,-1.901072,-55.520812,high,106.13979919901246,L180-PA-091,106.13979919901246,L180-PA-091,,,106.13979919901246,L180-PA-091,,,560.6333052759046,L180-PA-046,253.65551245626986,L180-PA-087
1505205,Oeiras do Pará,-2.0040813,-49.8596065,high,78.2672393559216,L180-PA-046,78.2672393559216,L180-PA-046,,,542.3063350183465,L180-PA-091,,,78.2672393559216,L180-PA-046,112.6143058843911,L180-PA-001
1505304,Oriximiná,-1.7669992,-55.868285,high,146.86307953053142,L180-PA-091,146.86307953053142,L180-PA-091,,,146.86307953053142,L180-PA-091,,,598.7938236119364,L180-PA-046,273.6961009636398,L180-PA-059
1505403,Ourém,-1.5489964,-47.1174572,high,141.58632953824764,L180-PA-007,141.58632953824764,L180-PA-007,,,850.6784905788701,L180-PA-091,,,141.58632953824764,L180-PA-007,149.55280746834154,L180-PA-034
1505437,Ourilândia do Norte,-6.748975,-51.0788476,high,415.6203554468424,L180-PA-004,568.1880332250371,L180-PA-046,,,627.8501728236083,L180-PA-091,,,568.1880332250371,L180-PA-046,415.6203554468424,L180-PA-004
1505486,Pacajá,-3.8354195,-50.6399248,high,188.4314860361771,L180-PA-004,240.9864451215247,L180-PA-046,,,479.61213066464234,L180-PA-091,,,240.9864451215247,L180-PA-046,188.4314860361771,L180-PA-004
1505494,Palestina do Pará,-5.7423938,-48.3185533,high,451.371149718193,L180-PA-001,488.767457278154,L180-PA-007,,,800.2444067085563,L180-PA-091,,,488.767457278154,L180-PA-007,451.371149718193,L180-PA-001
1505502,Paragominas,-2.99564,-47.3548942,high,210.07487191013993,L180-PA-031,215.51945708780204,L180-PA-007,,,820.7406243396525,L180-PA-091,,,215.51945708780204,L180-PA-007,210.07487191013993,L180-PA-031
1505536,Parauapebas,-6.0696846,-49.8903283,high,410.94543834725306,L180-PA-004,493.16282908151277,L180-PA-046,,,671.7534101944177,L180-PA-091,,,493.16282908151277,L180-PA-046,410.94543834725306,L180-PA-004
1505551,Pau DArco,-7.8331153,-50.0404438,medium,569.831013743586,L180-PA-004,686.6087306288804,L180-PA-046,,,793.9162224908433,L180-PA-091,,,686.6087306288804,L180-PA-046,569.831013743586,L180-PA-004
1505601,Peixe-Boi,-1.193824,-47.324031,high,118.08004860045644,L180-PA-007,118.08004860045644,L180-PA-007,,,833.5218225797641,L180-PA-091,,,118.08004860045644,L180-PA-007,128.57331419095834,L180-PA-034
1505635,Piçarra,-6.4475822,-48.8633795,high,518.5757739610215,L180-PA-004,560.3108489475838,L180-PA-046,,,788.5363278286137,L180-PA-091,,,560.3108489475838,L180-PA-046,518.5757739610215,L180-PA-004
1505650,Placas,-3.8689529,-54.2154346,high,81.12443909316862,L180-PA-087,170.1620042654178,L180-PA-091,,,170.1620042654178,L180-PA-091,,,481.17198519355475,L180-PA-046,81.12443909316862,L180-PA-087
1505700,Ponta de Pedras,-1.3914098,-48.8714528,high,30.389234383234268,L180-PA-020,55.39759115848156,L180-PA-007,,,660.2726461868394,L180-PA-091,,,55.39759115848156,L180-PA-007,30.389234383234268,L180-PA-020
1505809,Portel,-1.9384998,-50.8229741,high,48.0092942726548,L180-PA-046,48.0092942726548,L180-PA-046,,,436.6136232284622,L180-PA-091,,,48.0092942726548,L180-PA-046,158.89959680554222,L180-PA-083
1505908,Porto de Moz,-1.7502089,-52.235556,high,0.5510416430412947,L180-PA-083,195.1303449805095,L180-PA-046,,,286.30990944752216,L180-PA-091,,,195.1303449805095,L180-PA-046,0.5510416430412947,L180-PA-083
1506005,Prainha,-1.8072874,-53.4797942,high,137.88849909729782,L180-PA-083,154.17804658906718,L180-PA-091,,,154.17804658906718,L180-PA-091,,,333.56199532150976,L180-PA-046,137.88849909729782,L180-PA-083
1506104,Primavera,-0.9406522,-47.116728,high,147.01580295308972,L180-PA-007,147.01580295308972,L180-PA-007,,,861.2535767617974,L180-PA-091,,,147.01580295308972,L180-PA-007,158.46951506477262,L180-PA-034
1506112,Quatipuru,-0.8948725,-47.0049317,high,160.41192077586624,L180-PA-007,160.41192077586624,L180-PA-007,,,874.436439330431,L180-PA-091,,,160.41192077586624,L180-PA-007,171.8905215540339,L180-PA-034
1506138,Redenção,-8.0299327,-50.0309543,high,590.165144335465,L180-PA-004,708.5127295670976,L180-PA-046,,,811.230884585694,L180-PA-091,,,708.5127295670976,L180-PA-046,590.165144335465,L180-PA-004
1506161,Rio Maria,-7.3137312,-50.0465372,high,517.7519646524355,L180-PA-004,628.9652000256029,L180-PA-046,,,750.8168886238788,L180-PA-091,,,628.9652000256029,L180-PA-046,517.7519646524355,L180-PA-004
1506187,Rondon do Pará,-4.7804416,-48.06983,high,351.86135471680484,L180-PA-001,383.2640182812864,L180-PA-007,,,783.2874188659355,L180-PA-091,,,383.2640182812864,L180-PA-007,351.86135471680484,L180-PA-001
1506195,Rurópolis,-4.1014311,-54.9086853,high,0.2789391510840915,L180-PA-087,187.59003283652035,L180-PA-091,,,187.59003283652035,L180-PA-091,,,560.8372408512563,L180-PA-046,0.2789391510840915,L180-PA-087
1506203,Salinópolis,-0.6259282,-47.3442819,high,139.8761818208835,L180-PA-007,139.8761818208835,L180-PA-007,,,844.0976284874345,L180-PA-091,,,139.8761818208835,L180-PA-007,152.35494096472453,L180-PA-034
1506302,Salvaterra,-0.758444,-48.513921,high,67.2587476322346,L180-PA-007,67.2587476322346,L180-PA-007,,,714.4753334441725,L180-PA-091,,,67.2587476322346,L180-PA-007,74.4338919295453,L180-PA-034
1506351,Santa Bárbara do Pará,-1.226144,-48.295101,high,16.12917915516386,L180-PA-007,16.12917915516386,L180-PA-007,,,726.6072171699101,L180-PA-091,,,16.12917915516386,L180-PA-007,28.560540383835203,L180-PA-034
1506401,Santa Cruz do Arari,-0.6637491,-49.1729321,high,111.76685808710472,L180-PA-020,116.80424660452243,L180-PA-007,,,647.1322153141003,L180-PA-091,,,116.80424660452243,L180-PA-007,111.76685808710472,L180-PA-020
1506500,Santa Izabel do Pará,-1.2968557,-48.1605533,high,24.495147112734454,L180-PA-007,24.495147112734454,L180-PA-007,,,739.9258173419508,L180-PA-091,,,24.495147112734454,L180-PA-007,35.94030830257026,L180-PA-034
1506559,Santa Luzia do Pará,-1.5220049,-46.9020697,high,164.8898480629515,L180-PA-007,164.8898480629515,L180-PA-007,,,874.8065965222025,L180-PA-091,,,164.8898480629515,L180-PA-007,173.19657023422232,L180-PA-034
1506583,Santa Maria das Barreiras,-8.8710157,-49.7171263,high,689.6514669668353,L180-PA-004,804.735379331028,L180-PA-046,,,905.6458925300539,L180-PA-091,,,804.735379331028,L180-PA-046,689.6514669668353,L180-PA-004
1506609,Santa Maria do Pará,-1.3455478,-47.5782981,high,88.57365079496456,L180-PA-007,88.57365079496456,L180-PA-007,,,802.9361931919511,L180-PA-091,,,88.57365079496456,L180-PA-007,98.10174677728303,L180-PA-034
1506708,Santana do Araguaia,-9.3348334,-50.3427734,high,714.2637222994183,L180-PA-004,851.990058186886,L180-PA-046,,,908.156118785003,L180-PA-091,,,851.990058186886,L180-PA-046,714.2637222994183,L180-PA-004
1506807,Santarém,-2.438489,-54.699611,high,2.9357658797423563,L180-PA-091,2.9357658797423563,L180-PA-091,,,2.9357658797423563,L180-PA-091,,,476.3653108273939,L180-PA-046,186.10875115881186,L180-PA-087
1506906,Santarém Novo,-0.9283904,-47.3999958,high,117.98114989412925,L180-PA-007,117.98114989412925,L180-PA-007,,,830.6495069300066,L180-PA-091,,,117.98114989412925,L180-PA-007,129.87531652125082,L180-PA-034
1507003,Santo Antônio do Tauá,-1.1522,-48.131446,high,34.69239763360439,L180-PA-007,34.69239763360439,L180-PA-007,,,746.0228865957756,L180-PA-091,,,34.69239763360439,L180-PA-007,47.26849635349264,L180-PA-034
1507102,São Caetano de Odivelas,-0.747293,-48.024622,high,77.2489487847249,L180-PA-007,77.2489487847249,L180-PA-007,,,767.4312049050453,L180-PA-091,,,77.2489487847249,L180-PA-007,89.43522283810971,L180-PA-034
1507151,São Domingos do Araguaia,-5.5412778,-48.7300015,high,424.94757568907016,L180-PA-001,468.0242634738305,L180-PA-007,,,749.5284886429456,L180-PA-091,,,468.0242634738305,L180-PA-007,424.94757568907016,L180-PA-001
1507201,São Domingos do Capim,-1.6789331,-47.7717815,high,76.53724102149246,L180-PA-007,76.53724102149246,L180-PA-007,,,776.7842848486604,L180-PA-091,,,76.53724102149246,L180-PA-007,80.80598304714371,L180-PA-031
1507300,São Félix do Xingu,-6.6386974,-51.9787582,high,384.95085606508604,L180-PA-004,558.5657214425345,L180-PA-091,,,558.5657214425345,L180-PA-091,,,576.4688411938785,L180-PA-046,384.95085606508604,L180-PA-004
