CodMun,Uf,Cod Uf,Desc Mun,PopMun,Faixa_pop,Regiao,MASS01,MASS03,MASS04,MASS05,MASS051,MASS06,MASS07,MASS091,MASS092,MASS093,MASS094,MASS095,MASS096,MASS097,MASS098,MASS099,MASS0910,MASS0911,MASS0912,MASS0913,MASS10,MASS10a,MASS10b1,MASS10b2,MASS10b3,MASS10b4,MASS10b5,MASS10bb6,MASS10b7,MASS11,MASS11a,MASS1111,MASS1112,MASS12,MASS13,MASS1311,MASS1312,MASS1313,MASS16,MASS161a,MASS161b,MASS161c,MASS162,MASS17,MASS18,MASS191,MASS192,MASS193,MASS20,MASS2011,MASS2012,MASS2013,MASS2014,MASS2015,MASS2016,MASS2017,MASS2018,MASS2019,MASS211,MASS212,MASS213,MASS214,MASS215,MASS216,MASS217,MASS218,MASS22,MASS221,MASS23,MASS241,MASS242,MASS243,MASS244,MASS245,MASS246,MASS247,MASS248,MASS249,MASS2410,MASS2411,MASS2412,MASS2413,MASS24131,MASS2414,MASS2415,MASS2416,MASS2417,MASS2418,MASS2419,MASS251,MASS2511,MASS252,MASS253,MASS2531,MASS254,MASS2541,MASS255,MASS256,MASS2561,MASS257,MASS258,MASS259,MASS2510,MASS2511.1,MASS2512,MASS2513,MASS2514,MASS2515,MASS2516,MASS2517,MASS2518,MASS2519,MASS261,MASS262,MASS263,MASS264,MASS265,MASS266,MASS267,MASS268,MASS269,MASS2610,MASS2611,MASS2612,MASS2613,MASS2614,MASS2615,MASS27,MASS2711,MASS2712,MASS2713,MASS2714
1502939,PA,15,Dom Eliseu,58484,5 - 50001 até 100000,1 - Norte,Secretaria municipal exclusiva,Feminino,44,Branca,Sim,Ensino superior completo,Assistência social,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,2021,2023,-,Sim,Sim,Sim,Não,Não,Sim,453,2017,Ativo,Tem maior representação da sociedade civil,12,20,Sim,Não,-,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,3,Sim,Sim,1,Sim,1,Sim,Sim,1,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Sim,Não
1502954,PA,15,Eldorado do Carajás,28192,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,36,Branca,Sim,Ensino superior completo,Assistência social,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,2021,2023,-,Sim,Sim,Sim,Sim,Não,Sim,85,1996,Ativo,Paritário,20,16,Sim,Não,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Sim,1,Sim,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Sim,Não
1503002,PA,15,Faro,8728,2 - 5001 até 10000,1 - Norte,Secretaria municipal exclusiva,Feminino,39,Parda,Sim,Ensino superior completo,Assistência social,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,2022,2022,-,Sim,Sim,Sim,Sim,Não,Sim,65,1998,Ativo,Paritário,11,16,Não,Sim,-,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,-,Não,Não,Não,Não,Não,Não,Sim,1,Sim,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,-,Sim,Sim,Sim,Sim,Não
1503044,PA,15,Floresta do Araguaia,17898,3 - 10001 até 20000,1 - Norte,Secretaria municipal exclusiva,Feminino,37,Parda,Não,Ensino fundamental ( 1º Grau) completo,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,2006,2021,-,Sim,Sim,Sim,Sim,Não,Sim,17,1997,Ativo,Paritário,20,24,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,1,Sim,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,-,Sim,Sim,Sim,Sim,Não
1503077,PA,15,Garrafão do Norte,24703,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,59,Parda,Sim,Especialização,Pedagogia,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,2008,2022,-,Sim,Sim,Sim,Sim,Não,Sim,111,1996,Ativo,Paritário,13,16,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,1,Sim,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Sim,Sim,Sim,Não,Não
1503093,PA,15,Goianésia do Pará,26362,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Masculino,24,Parda,Sim,Ensino superior completo,Direito,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,1996,-,Não foi atualizado,Sim,Sim,Sim,Sim,Não,Sim,36,1996,Ativo,Tem maior representação governamental,10,10,Sim,Não,-,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Não,Sim
1503101,PA,15,Gurupá,31786,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,40,Parda,Sim,Especialização,Pedagogia,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,2023,-,Não foi atualizado,Sim,Sim,Sim,Sim,Não,Sim,1252,2020,Ativo,Paritário,12,12,Não,Sim,-,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1503200,PA,15,Igarapé-Açu,35797,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,50,Parda,Sim,Ensino médio (2º Grau) completo,-,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,2022,-,Não foi atualizado,Sim,Não,-,-,-,Sim,59,1997,Ativo,Paritário,7,24,Não,Sim,-,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1503309,PA,15,Igarapé-Miri,64831,5 - 50001 até 100000,1 - Norte,Secretaria municipal exclusiva,Feminino,50,Branca,Sim,Ensino médio (2º Grau) completo,-,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,2021,-,Não foi atualizado,Sim,Não,-,-,-,Sim,5164,2021,Ativo,Paritário,24,24,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Sim,3,Não,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,-,Sim,Sim,Sim,Sim,Sim
1503408,PA,15,Inhangapi,10325,3 - 10001 até 20000,1 - Norte,Secretaria municipal exclusiva,Feminino,42,Parda,Sim,Especialização,Outra,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,2021,2022,-,Sim,Sim,Sim,Sim,Não,Sim,524,1998,Ativo,Paritário,10,12,Não,Sim,-,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,-,Não,Não,Não,Não,Não,Não,Sim,1,Não,Não,-,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,-,Sim,Sim,Sim,Não,Sim
1503457,PA,15,Ipixuna do Pará,30329,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,42,Parda,Sim,Ensino superior completo,Assistência social,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,2022,2022,-,Sim,Sim,Sim,Sim,Não,Sim,58,1997,Ativo,Paritário,12,12,Não,Sim,-,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1503507,PA,15,Irituia,30955,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,45,Parda,Sim,Ensino médio (2º Grau) incompleto,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,2022,2022,-,Sim,Sim,Sim,Sim,Não,Sim,75,1996,Ativo,Paritário,30,20,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Não,Não,Não,Não,Não,Não,Sim,2,Sim,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,-,Sim,Sim,Sim,Não,Sim
1503606,PA,15,Itaituba,123314,6 - 100001 até 500000,1 - Norte,Secretaria municipal exclusiva,Feminino,49,Branca,Não,Ensino superior completo,Assistência social,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,2022,-,Não foi atualizado,Sim,Sim,Sim,Sim,Não,Sim,1306,1995,Ativo,Paritário,15,20,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,-,Sim,Não,Sim,Não,Não,Não,Sim,4,Sim,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,-,Sim,Sim,Sim,Sim,Sim
1503705,PA,15,Itupiranga,49754,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,49,Preta,Sim,Ensino superior completo,Assistência social,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,2022,-,Não foi atualizado,Sim,Sim,Sim,Não,Não,Sim,191,2019,Ativo,Paritário,13,12,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,-,Sim,Não,Sim,Não,Não,Não,Sim,5,Não,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,-,Sim,Sim,Sim,Sim,Sim
1503754,PA,15,Jacareacanga,24042,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,27,Parda,Sim,Ensino médio (2º Grau) completo,-,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,1998,2022,-,Sim,Não,-,-,-,Sim,197,2003,Ativo,Paritário,12,24,Sim,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,-,Não,Não,Não,Não,Não,Não,Sim,1,Sim,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1503804,PA,15,Jacundá,37707,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,43,Parda,Sim,Ensino superior incompleto,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,-,-,-,-,-,-,-,-,Sim,2216,1995,Ativo,Paritário,10,12,Sim,Não,-,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1503903,PA,15,Juruti,50881,5 - 50001 até 100000,1 - Norte,Secretaria municipal exclusiva,Feminino,46,Parda,Não,Ensino superior completo,Assistência social,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,2014,2022,-,Sim,Não,-,-,-,Sim,1,1997,Ativo,Paritário,13,24,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,-,Sim,Não,Não,Não,Não,Não,Sim,1,Sim,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1504000,PA,15,Limoeiro do Ajuru,29569,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Masculino,47,Parda,Não,Especialização,Assistência social,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,1997,2022,-,Sim,Sim,Sim,Sim,Não,Sim,10,1997,Ativo,Paritário,12,16,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Não,Sim
1504059,PA,15,Mãe do Rio,34353,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,57,Parda,Não,Ensino superior incompleto,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,2001,-,Não foi atualizado,Sim,Sim,Sim,Sim,Não,Sim,388,2001,Ativo,Paritário,12,10,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Secretaria municipal de assistência social,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,-,Sim,Não,Não,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1504109,PA,15,Magalhães Barata,8115,2 - 5001 até 10000,1 - Norte,Secretaria municipal exclusiva,Feminino,36,Parda,Não,Ensino superior completo,Assistência social,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,2021,-,Não foi atualizado,Sim,Sim,Sim,Sim,Não,Sim,7,2000,Ativo,Paritário,9,12,Sim,Não,-,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,-,Não,Não,Não,Não,Não,Não,Sim,1,Sim,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,-,Sim,Sim,Sim,Não,Sim
1504208,PA,15,Marabá,266533,6 - 100001 até 500000,1 - Norte,Secretaria municipal em conjunto com outras políticas setoriais,Feminino,61,Branca,Não,Especialização,Assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,2020,2022,-,Sim,Sim,Sim,Sim,Não,Sim,14862,1997,Ativo,Paritário,6,28,Sim,Não,-,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,4,Sim,Sim,1,Sim,1,Não,Sim,1,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1504307,PA,15,Maracanã,25971,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,44,Parda,Sim,Ensino superior completo,Assistência social,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,2022,-,Não foi atualizado,Sim,Sim,Sim,Sim,Não,Sim,48,1996,Ativo,Paritário,4,24,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,-,Sim,Sim,Sim,Não,Sim
1504406,PA,15,Marapanim,26573,4 - 20001 até 50000,1 - Norte,Secretaria municipal em conjunto com outras políticas setoriais,Feminino,30,Branca,Sim,Ensino superior incompleto,-,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,2013,2021,-,Sim,Não,-,-,-,Sim,1590,1999,Ativo,Paritário,14,12,Não,Sim,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,-,Não,Não,Não,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,-,Sim,Sim,Sim,Sim,Sim
1504422,PA,15,Marituba,111785,6 - 100001 até 500000,1 - Norte,Secretaria municipal exclusiva,Feminino,42,Parda,Não,Ensino superior completo,Outra,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,2022,2023,-,Sim,Sim,Sim,Não,Não,Sim,162,2006,Ativo,Paritário,9,20,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Sim,4,Não,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1504455,PA,15,Medicilândia,27094,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,37,Parda,Não,Ensino superior completo,Assistência social,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,2022,2022,-,Sim,Sim,Não,Sim,Não,Sim,146,1996,Ativo,Paritário,10,16,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,-,Sim,Não,Sim,Não,Não,Não,Sim,1,Sim,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Sim,Sim
