CodMun,Uf,Cod Uf,Desc Mun,PopMun,Faixa_pop,Regiao,MASS01,MASS03,MASS04,MASS05,MASS051,MASS06,MASS07,MASS091,MASS092,MASS093,MASS094,MASS095,MASS096,MASS097,MASS098,MASS099,MASS0910,MASS0911,MASS0912,MASS0913,MASS10,MASS10a,MASS10b1,MASS10b2,MASS10b3,MASS10b4,MASS10b5,MASS10bb6,MASS10b7,MASS11,MASS11a,MASS1111,MASS1112,MASS12,MASS13,MASS1311,MASS1312,MASS1313,MASS16,MASS161a,MASS161b,MASS161c,MASS162,MASS17,MASS18,MASS191,MASS192,MASS193,MASS20,MASS2011,MASS2012,MASS2013,MASS2014,MASS2015,MASS2016,MASS2017,MASS2018,MASS2019,MASS211,MASS212,MASS213,MASS214,MASS215,MASS216,MASS217,MASS218,MASS22,MASS221,MASS23,MASS241,MASS242,MASS243,MASS244,MASS245,MASS246,MASS247,MASS248,MASS249,MASS2410,MASS2411,MASS2412,MASS2413,MASS24131,MASS2414,MASS2415,MASS2416,MASS2417,MASS2418,MASS2419,MASS251,MASS2511,MASS252,MASS253,MASS2531,MASS254,MASS2541,MASS255,MASS256,MASS2561,MASS257,MASS258,MASS259,MASS2510,MASS2511.1,MASS2512,MASS2513,MASS2514,MASS2515,MASS2516,MASS2517,MASS2518,MASS2519,MASS261,MASS262,MASS263,MASS264,MASS265,MASS266,MASS267,MASS268,MASS269,MASS2610,MASS2611,MASS2612,MASS2613,MASS2614,MASS2615,MASS27,MASS2711,MASS2712,MASS2713,MASS2714
1505809,PA,15,Portel,62503,5 - 50001 até 100000,1 - Norte,Secretaria municipal em conjunto com outras políticas setoriais,Feminino,39,Branca,Sim,Ensino superior completo,Pedagogia,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,2002,2022,-,Sim,Não,-,-,-,Sim,906,2021,Ativo,Paritário,12,16,-,-,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Sim,3,Não,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Sim,Sim,Sim,Não,Sim
1505908,PA,15,Porto de Moz,40597,4 - 20001 até 50000,1 - Norte,Secretaria municipal em conjunto com outras políticas setoriais,Masculino,49,Parda,Sim,Especialização,Pedagogia,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,2022,-,Não foi atualizado,Sim,Sim,Sim,Não,Não,Sim,919,2017,Ativo,Paritário,10,10,Sim,Não,-,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,-,Não,Não,Não,Não,Não,Não,Sim,3,Sim,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1506005,PA,15,Prainha,35577,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,44,Parda,Sim,Ensino médio (2º Grau) completo,-,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,2021,2022,-,Sim,Sim,Sim,Sim,Não,Sim,4,1996,Ativo,Paritário,7,12,Não,Sim,-,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,2,Não,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1506104,PA,15,Primavera,10851,3 - 10001 até 20000,1 - Norte,Secretaria municipal exclusiva,Feminino,37,Preta,Sim,Ensino médio (2º Grau) incompleto,-,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,2018,2022,-,Sim,Sim,Sim,Sim,Não,Sim,2410,1998,Ativo,Paritário,10,16,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,-,Não,Não,Não,Não,Não,Não,Sim,1,Sim,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,-,Sim,Sim,Sim,Não,Sim
1506112,PA,15,Quatipuru,11524,3 - 10001 até 20000,1 - Norte,Secretaria municipal exclusiva,Feminino,37,Branca,Não,Ensino médio (2º Grau) completo,-,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,2022,-,Não foi atualizado,Sim,Sim,Sim,Sim,Não,Sim,9604,1998,Ativo,Tem maior representação governamental,8,12,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Não,Não,Não,Não,Sim,1,Sim,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Sim,Sim
1506138,PA,15,Redenção,85597,5 - 50001 até 100000,1 - Norte,Secretaria municipal exclusiva,Feminino,59,Branca,Sim,Ensino superior completo,Assistência social,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,1996,2022,-,Sim,Não,-,-,-,Sim,292,1996,Ativo,Paritário,10,28,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,-,Sim,Não,Sim,Não,Não,Não,Sim,1,Sim,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,-,Sim,Sim,Sim,Sim,Sim
1506161,PA,15,Rio Maria,18384,3 - 10001 até 20000,1 - Norte,Secretaria municipal exclusiva,Feminino,54,Branca,Sim,Especialização,Pedagogia,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,2022,-,Não foi atualizado,Sim,Sim,Sim,Sim,Não,Sim,427,1998,Ativo,Paritário,10,10,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,-,Não,Não,Não,Não,Não,Não,Sim,1,Sim,Sim,1,Sim,1,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1506187,PA,15,Rondon do Pará,53143,5 - 50001 até 100000,1 - Norte,Secretaria municipal exclusiva,Feminino,45,Parda,Sim,Especialização,Outra,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,2022,-,Não foi atualizado,Sim,Sim,Não,Sim,Não,Sim,702,2015,Ativo,Tem maior representação governamental,10,24,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,2,Não,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,-,Sim,Sim,Sim,Sim,Sim
1506195,PA,15,Rurópolis,35769,4 - 20001 até 50000,1 - Norte,Secretaria municipal em conjunto com outras políticas setoriais,Feminino,45,Branca,Sim,Ensino médio (2º Grau) completo,-,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,2022,-,Não foi atualizado,Sim,Sim,Sim,Não,Não,Sim,129,1997,Ativo,Paritário,8,12,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,-,Não,Não,Não,Não,Não,Não,Sim,1,Sim,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1506203,PA,15,Salinópolis,44772,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,35,Parda,Sim,Especialização,Assistência social,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,2020,-,Não foi atualizado,Sim,Não,-,-,-,Sim,2629,1997,Ativo,Paritário,14,20,Não,Sim,-,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,-,Sim,Sim,Sim,Não,Sim
1506302,PA,15,Salvaterra,24129,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,62,Parda,Não,Ensino fundamental ( 1º Grau) completo,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,2018,2023,-,Sim,Não,-,-,-,Sim,725,1997,Ativo,Paritário,6,20,-,-,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,-,Não,Não,Não,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1506351,PA,15,Santa Bárbara do Pará,21087,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,45,Parda,Sim,Ensino superior completo,Outra,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,2022,-,Não foi atualizado,Sim,Sim,Sim,Sim,Não,Sim,250,2021,Ativo,Paritário,16,20,Não,Sim,-,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,-,Não,Não,Não,Não,Não,Não,Sim,3,Não,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,-,Sim,Não,Sim,Não,Sim
1506401,PA,15,Santa Cruz do Arari,7445,2 - 5001 até 10000,1 - Norte,Secretaria municipal exclusiva,Feminino,25,Parda,Sim,Especialização,Assistência social,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,2021,2023,-,Sim,Sim,Sim,Sim,Não,Sim,251,1998,Ativo,Paritário,12,14,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,Não,Não,Sim,1,Não,Não,-,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1506500,PA,15,Santa Izabel do Pará,73019,5 - 50001 até 100000,1 - Norte,Secretaria municipal em conjunto com outras políticas setoriais,Feminino,57,Parda,Sim,Especialização,Sociologia,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,2021,2021,-,Sim,Sim,Sim,Não,Não,Sim,34,1998,Ativo,Paritário,14,20,Sim,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,-,Sim,Não,Não,Não,Não,Não,Sim,1,Sim,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1506559,PA,15,Santa Luzia do Pará,20370,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,45,Parda,Sim,Ensino superior completo,Assistência social,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,1997,2022,-,Sim,Sim,Sim,Sim,Não,Sim,13,2018,Ativo,Paritário,10,24,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,-,Sim,Não,Não,Não,Não,Não,Sim,1,Sim,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,-,Sim,Sim,Não,Sim,Sim
1506583,PA,15,Santa Maria das Barreiras,16548,3 - 10001 até 20000,1 - Norte,Secretaria municipal exclusiva,Feminino,28,Branca,Não,Ensino superior completo,Medicina,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,1999,2022,-,Sim,Sim,Sim,Não,Não,Sim,544,2023,Ativo,Paritário,6,28,Sim,Não,-,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,-,Sim,Não,Não,Não,Não,Não,Sim,1,Sim,Não,-,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1506609,PA,15,Santa Maria do Pará,24624,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,31,Parda,Sim,Ensino superior completo,Psicologia,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,2021,2023,-,Sim,Sim,Sim,Sim,Não,Sim,2,1997,Ativo,Paritário,10,12,Sim,Sim,-,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Gabinete do prefeito,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Não,Sim
1506708,PA,15,Santana do Araguaia,32413,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,71,Parda,Sim,Ensino superior completo,Assistência social,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,2021,-,Não foi atualizado,Sim,Sim,Sim,Sim,Não,Sim,866,2021,Ativo,Paritário,28,20,Sim,Não,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1506807,PA,15,Santarém,331942,6 - 100001 até 500000,1 - Norte,Secretaria municipal em conjunto com outras políticas setoriais,Feminino,53,Parda,Não,Ensino superior completo,Assistência social,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,2022,-,Não foi atualizado,Sim,Sim,Sim,Sim,Não,Sim,15816,1996,Ativo,Paritário,18,24,Sim,Não,-,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,8,Sim,Sim,1,Sim,1,Não,Não,-,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,-,Sim,Sim,Não,Não,Sim
1506906,PA,15,Santarém Novo,6116,2 - 5001 até 10000,1 - Norte,Secretaria municipal em conjunto com outras políticas setoriais,Feminino,34,Parda,Sim,Ensino superior completo,Assistência social,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,1997,-,Não foi atualizado,Sim,Sim,Sim,Sim,Não,Sim,1997,2001,Ativo,Paritário,6,16,Não,Sim,-,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,-,Não,Não,Não,Não,Não,Não,Sim,1,Sim,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,-,Sim,Sim,Sim,Sim,Não
1507003,PA,15,Santo Antônio do Tauá,27461,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,55,Parda,Sim,Ensino superior completo,Pedagogia,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim,2022,-,Não foi atualizado,Sim,Sim,Não,Sim,Não,Sim,237,1997,Ativo,Paritário,15,20,Não,Sim,-,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,-,Não,Não,Não,Não,Não,Não,Sim,1,Sim,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,-,Sim,Sim,Sim,Não,Sim
1507102,PA,15,São Caetano de Odivelas,16666,3 - 10001 até 20000,1 - Norte,Secretaria municipal exclusiva,Feminino,42,Parda,Sim,Ensino superior completo,Direito,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,2022,-,Não foi atualizado,Sim,Sim,Não,Não,Sim,Sim,9,1998,Ativo,Paritário,11,16,Sim,Sim,-,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,-,Não,Não,Não,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,-,Sim,Sim,Sim,Sim,Sim
1507151,PA,15,São Domingos do Araguaia,21092,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,59,Branca,Não,Ensino superior completo,Assistência social,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,2020,2023,-,Sim,Sim,Sim,Sim,Não,Sim,103,2016,Ativo,Paritário,12,20,Não,Sim,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,-,Sim,Não,Não,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Sim,1,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,-,Sim,Sim,Sim,Não,Sim
1507201,PA,15,São Domingos do Capim,30599,4 - 20001 até 50000,1 - Norte,Secretaria municipal exclusiva,Feminino,34,Parda,Sim,Especialização,Pedagogia,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,2022,-,Não foi atualizado,Sim,Sim,Sim,Não,Não,Sim,750,2001,Ativo,Paritário,10,14,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Secretaria municipal de assistência social,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,-,Não,Não,Não,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,-,Sim,Sim,Sim,Sim,Sim
1507300,PA,15,São Félix do Xingu,65418,5 - 50001 até 100000,1 - Norte,Secretaria municipal em conjunto com outras políticas setoriais,Feminino,58,Branca,Não,Especialização,Direito,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,2021,2021,-,Sim,Sim,Sim,Sim,Não,Sim,10,1996,Ativo,Paritário,16,14,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Secretaria municipal de assistência social,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,-,Sim,Não,Sim,Não,Não,Não,Sim,1,Não,Sim,1,Não,-,Não,Não,-,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim
