CodMun,UF,Cod UF,Mun,PopMun,Faixa_pop,Regiao,MPPM01,MPPM02,MPPM031,MPPM032,MPPM033,MPPM034,MPPM035,MPPM036,MPPM05,MPPM06,MPPM07,MPPM071,MPPM08,MPPM10a1,MPPM10a2,MPPM10a3,MPPM10a4,MPPM10a5,MPPM10a6,MPPM10a7,MPPM10a8,MPPM10a9,MPPM10a10,MPPM10a11,MPPM11,MPPM11A,MPPM111,MPPM1121,MPPM121,MPPM122,MPPM123,MPPM124,MPPM125,MPPM126,MPPM127,MPPM128,MPPM129,MPPM1210,MPPM1211,MPPM13,MPPM131a,MPPM131b,MPPM131c,MPPM132,MPPM14a1,MPPM14a2,MPPM14a3,MPPM14a4,MPPM14,MPPM15,MPPM161,MPPM162,MPPM163,MPPM17,MPPM1711,MPPM1712,MPPM1713,MPPM1714,MPPM1715,MPPM1716,MPPM1717,MPPM1718,MPPM1719,MPPM18,MPPM19,MPPM20,MPPM201,MPPM202,MPPM211,MPPM212,MPPM213,MPPM214,MPPM215,MPPM216,MPPM217,MPPM218,MPPM219,MPPM2110,MPPM2111,MPPM2112,MPPM2113,MPPM24a1,MPPM24a11,MPPM24a2,MPPM24a21,MPPM24a3,MPPM24a31,MPPM24a4,MPPM24a41,MPPM24a5,MPPM24a51,MPPM25,MPPM251,MPPM252
1504604,PA,15,Mocajuba,27198,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,3116,2012,Ativo,Paritário,Sim,Não,Sim,Sim,6,12,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Ao órgão gestor da assistência social,Representante do governo,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1504703,PA,15,Moju,84094,5 - 50001 até 100000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,Não,-,Não,-,Não,-,Não,-,Não,-,-
1504752,PA,15,Mojuí dos Campos,23501,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1504802,PA,15,Monte Alegre,60012,5 - 50001 até 100000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1504901,PA,15,Muaná,45368,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,1,Não,-,Não,-,Não,-,Sim,Não,-
1504950,PA,15,Nova Esperança do Piriá,20478,4 - 20001 até 50000,1 - Norte,Sim,Secretaria exclusiva,-,-,-,-,-,-,Feminino,35,Parda,Não,Ensino superior incompleto,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1504976,PA,15,Nova Ipixuna,13955,3 - 10001 até 20000,1 - Norte,Sim,Setor subordinado a outra secretaria,Sim,Não,Não,Não,Não,Não,Feminino,38,Branca,Não,Ensino superior completo,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,-,-,-,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,797,2021,Ativo,Tem maior representação da sociedade civil,Sim,Sim,Não,Sim,6,24,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Ao órgão gestor da assistência social,Representante da sociedade civil,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,Sim,1,Não,-,Não,-,Não,-,Sim,Sim,2
1505007,PA,15,Nova Timboteua,12806,3 - 10001 até 20000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1505031,PA,15,Novo Progresso,33638,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,Sim,1,Sim,1,Não,-,Não,-,Não,-,-
1505064,PA,15,Novo Repartimento,60732,5 - 50001 até 100000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,86,2023,"Foi criado, mas não foi instalado",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,-,Sim,1,Sim,1,Não,-,Não,-,Não,-,Não,-,-
1505106,PA,15,Óbidos,52229,5 - 50001 até 100000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,3897,2011,Ativo,Paritário,Sim,Sim,Não,Sim,11,20,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Ao órgão gestor da assistência social,Representante do governo,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1505205,PA,15,Oeiras do Pará,33844,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,"Sim, de todas",Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1505304,PA,15,Oriximiná,68294,5 - 50001 até 100000,1 - Norte,Sim,Setor subordinado a outra secretaria,Sim,Não,Não,Não,Não,Não,Feminino,37,Branca,Sim,Ensino superior completo,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,-,-,-,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,8846,2015,Ativo,Paritário,Sim,Sim,Sim,Sim,13,12,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Ao órgão gestor da assistência social,Representante da sociedade civil,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Sim,1,Não,-,Não,-,Sim,Sim,48
1505403,PA,15,Ourém,17855,3 - 10001 até 20000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1505437,PA,15,Ourilândia do Norte,32467,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-
1505486,PA,15,Pacajá,41097,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1505494,PA,15,Palestina do Pará,6885,2 - 5001 até 10000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1505502,PA,15,Paragominas,105550,6 - 100001 até 500000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,219,1999,Inativo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1505536,PA,15,Parauapebas,267836,6 - 100001 até 500000,1 - Norte,Sim,Secretaria exclusiva,-,-,-,-,-,-,Feminino,30,Parda,Não,Especialização,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,4413,2010,Ativo,Paritário,Sim,Sim,Sim,Sim,12,28,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Ao órgão gestor de política para mulheres,Representante da sociedade civil,Sim,1,"Sim, de todas",Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,-,Sim,1,Não,-,Não,-,Não,-,Não,-,Sim,Sim,20877
1505551,PA,15,Pau DArco,6931,2 - 5001 até 10000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1505601,PA,15,Peixe-Boi,8285,2 - 5001 até 10000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Sim,1,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1505635,PA,15,Piçarra,12832,3 - 10001 até 20000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1505650,PA,15,Placas,18668,3 - 10001 até 20000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1505700,PA,15,Ponta de Pedras,24984,4 - 20001 até 50000,1 - Norte,Sim,Setor subordinado a outra secretaria,Sim,Não,Não,Não,Não,Não,Feminino,71,Preta,Sim,Ensino fundamental (1º Grau) incompleto,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,-,-,-,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,691,2023,Inativo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1505809,PA,15,Portel,62503,5 - 50001 até 100000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,756,2008,Ativo,Paritário,Não,Sim,Não,Sim,12,20,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Ao órgão gestor da assistência social,Há revezamento entre governo e sociedade civil,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1505908,PA,15,Porto de Moz,40597,4 - 20001 até 50000,1 - Norte,Sim,Secretaria exclusiva,-,-,-,-,-,-,Feminino,41,Parda,Sim,Especialização,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,-,-,-,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,Não,-,Não,-,Não,-,Não,-,Sim,Não,-
1506005,PA,15,Prainha,35577,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1506104,PA,15,Primavera,10851,3 - 10001 até 20000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1506112,PA,15,Quatipuru,11524,3 - 10001 até 20000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1506138,PA,15,Redenção,85597,5 - 50001 até 100000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1506161,PA,15,Rio Maria,18384,3 - 10001 até 20000,1 - Norte,Sim,Setor subordinado a outra secretaria,Sim,Não,Não,Não,Não,Não,Feminino,54,Branca,Sim,Especialização,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,-,Sim,1,Não,-,Sim,1,Não,-,Não,-,Não,-,-
1506187,PA,15,Rondon do Pará,53143,5 - 50001 até 100000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,Não,-,Não,-,Não,-,Não,-,Não,-,-
1506195,PA,15,Rurópolis,35769,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,460,2023,"Foi criado, mas não foi instalado",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1506203,PA,15,Salinópolis,44772,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1506302,PA,15,Salvaterra,24129,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,Sim,1,Não,-,Não,-,Não,-,Sim,Não,-
1506351,PA,15,Santa Bárbara do Pará,21087,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,Sim,1,Não,-,Sim,1,Não,-,Sim,Sim,4
1506401,PA,15,Santa Cruz do Arari,7445,2 - 5001 até 10000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1506500,PA,15,Santa Izabel do Pará,73019,5 - 50001 até 100000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,1,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1506559,PA,15,Santa Luzia do Pará,20370,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,242,2007,"Foi criado, mas não foi instalado",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1506583,PA,15,Santa Maria das Barreiras,16548,3 - 10001 até 20000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,Não,-,Não,-,Não,-,Não,-,Sim,Não,-
1506609,PA,15,Santa Maria do Pará,24624,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1506708,PA,15,Santana do Araguaia,32413,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,5,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1506807,PA,15,Santarém,331942,6 - 100001 até 500000,1 - Norte,Sim,Setor subordinado a outra secretaria,Sim,Não,Não,Não,Não,Sim,Feminino,53,Parda,Não,Ensino superior completo,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,1849,2009,Ativo,Paritário,Sim,Sim,Não,Sim,12,26,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Ao órgão gestor da assistência social,Representante do governo,Sim,1,"Sim, de todas",Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,1,Sim,17,Não,-,Não,-,Não,-,Sim,Sim,635
1506906,PA,15,Santarém Novo,6116,2 - 5001 até 10000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
