municipality_code,municipality,mean_priority_score,mean_priority_rank,best_priority_rank,worst_priority_rank,priority_rank_range,top_10_frequency,top_quartile_frequency,bottom_quartile_frequency,priority_stability_profile,mean_institutional_contribution,mean_service_network_contribution,mean_transport_barrier_contribution,dominant_institutional_frequency,dominant_service_network_frequency,dominant_transport_barrier_frequency,dominant_dimension_across_scenarios
1502608,Colares,0.6132802382802381,40.9375,25,78,53,0.0,0.625,0.0,scenario_sensitive_higher_priority,0.3333333333333333,0.20833333333333334,0.07161357161357162,0.75,0.25,0.0,institutional
1502707,Conceição do Araguaia,0.380657978385251,104.64583333333331,78,119,41,0.0,0.0,0.5208333333333334,intermediate_or_scenario_sensitive,0.0361111111111111,0.1852617079889807,0.1592851592851593,0.0,0.75,0.25,service_network
1502756,Concórdia do Pará,0.3694108921381651,107.95833333333331,82,127,45,0.0,0.0,0.5208333333333334,intermediate_or_scenario_sensitive,0.0,0.1852617079889807,0.18414918414918416,0.0,0.5416666666666666,0.4583333333333333,service_network
1502764,Cumaru do Norte,0.701578724305997,15.958333333333334,6,43,37,0.25,0.9583333333333334,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.1852617079889807,0.18298368298368298,0.5625,0.25,0.1875,institutional
1502772,Curionópolis,0.6050558027830756,39.895833333333336,27,69,42,0.0,0.4166666666666667,0.0,scenario_sensitive_higher_priority,0.26944444444444443,0.1852617079889807,0.15034965034965037,0.5625,0.25,0.1875,institutional
1502806,Curralinho,0.6804054531327258,21.83333333333333,6,44,38,0.1666666666666666,0.875,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.10192837465564736,0.24514374514374515,0.75,0.0,0.25,institutional
1502855,Curuá,0.4895678353160478,72.58333333333333,52,92,40,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.11944444444444442,0.17147019221840468,0.19865319865319866,0.25,0.25,0.5,transport_barrier
1502905,Curuçá,0.4781068258340985,76.41666666666667,51,98,47,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.11944444444444442,0.1852617079889807,0.17340067340067342,0.25,0.4375,0.3125,service_network
1502939,Dom Eliseu,0.3865384615384615,104.58333333333331,88,117,29,0.0,0.0,0.2916666666666667,intermediate_or_scenario_sensitive,0.11944444444444442,0.08333333333333333,0.18376068376068377,0.25,0.041666666666666664,0.7083333333333334,transport_barrier
1502954,Eldorado do Carajás,0.4196375173647901,91.77083333333331,65,116,51,0.0,0.0,0.125,intermediate_or_scenario_sensitive,0.0361111111111111,0.1852617079889807,0.19826469826469828,0.0,0.4166666666666667,0.5833333333333334,transport_barrier
1503002,Faro,0.5984636575545665,40.5,13,58,45,0.0,0.2708333333333333,0.0,scenario_sensitive_higher_priority,0.19722222222222222,0.11880165289256196,0.28243978243978246,0.25,0.0,0.75,transport_barrier
1503044,Floresta do Araguaia,0.504473052200325,69.0,49,100,51,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.19722222222222222,0.1852617079889807,0.121989121989122,0.5208333333333334,0.25,0.22916666666666666,institutional
1503077,Garrafão do Norte,0.3748984601257328,107.04166666666669,81,123,42,0.0,0.0,0.3958333333333333,intermediate_or_scenario_sensitive,0.07638888888888891,0.10192837465564736,0.19658119658119658,0.020833333333333332,0.14583333333333334,0.8333333333333334,transport_barrier
1503093,Goianésia do Pará,0.5500570977843705,55.04166666666666,42,85,43,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.19722222222222222,0.1852617079889807,0.16757316757316756,0.5,0.25,0.25,institutional
1503101,Gurupá,0.3903704880977607,100.70833333333331,64,121,57,0.0,0.0,0.3333333333333333,intermediate_or_scenario_sensitive,0.0361111111111111,0.10192837465564736,0.2523310023310023,0.0,0.0,1.0,transport_barrier
1503200,Igarapé-Açu,0.7036507263779991,15.145833333333334,8,33,25,0.25,1.0,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.1852617079889807,0.18505568505568507,0.5625,0.25,0.1875,institutional
1503309,Igarapé-Miri,0.615325163052436,36.208333333333336,23,50,27,0.0,0.6458333333333334,0.0,scenario_sensitive_higher_priority,0.19722222222222222,0.1852617079889807,0.23284123284123284,0.25,0.25,0.5,transport_barrier
1503408,Inhangapi,0.6184066774975866,36.583333333333336,10,59,49,0.0208333333333333,0.3958333333333333,0.0,scenario_sensitive_higher_priority,0.19722222222222222,0.28546831955922863,0.13571613571613575,0.25,0.6666666666666666,0.08333333333333333,service_network
1503457,Ipixuna do Pará,0.3477649454922182,115.22916666666669,103,129,26,0.0,0.0,0.75,robust_lower_relative_priority,0.11944444444444442,0.10192837465564736,0.1263921263921264,0.375,0.25,0.375,tie:institutional+transport_barrier
1503507,Irituia,0.3694444444444444,110.39583333333331,95,120,25,0.0,0.0,0.6041666666666666,intermediate_or_scenario_sensitive,0.11944444444444442,0.08333333333333333,0.16666666666666666,0.25,0.14583333333333334,0.6041666666666666,transport_barrier
1503606,Itaituba,0.1473570333120894,140.35416666666666,136,144,8,0.0,0.0,1.0,robust_lower_relative_priority,0.0,0.006849392804448966,0.1405076405076405,0.0,0.0,1.0,transport_barrier
1503705,Itupiranga,0.357027442254715,113.0625,93,120,27,0.0,0.0,0.8125,robust_lower_relative_priority,0.07638888888888891,0.10192837465564736,0.17871017871017872,0.020833333333333332,0.20833333333333334,0.7708333333333334,transport_barrier
1503754,Jacareacanga,0.5246485837394929,62.020833333333336,29,86,57,0.0,0.0208333333333333,0.0,intermediate_or_scenario_sensitive,0.19722222222222222,0.11880165289256196,0.2086247086247086,0.3125,0.22916666666666666,0.4583333333333333,transport_barrier
1503804,Jacundá,0.3758049610322339,106.875,84,114,30,0.0,0.0,0.4583333333333333,intermediate_or_scenario_sensitive,0.07638888888888891,0.10192837465564736,0.19748769748769748,0.0,0.14583333333333334,0.8541666666666666,transport_barrier
1503903,Juruti,0.447325481710058,88.16666666666667,60,110,50,0.0,0.0,0.0208333333333333,intermediate_or_scenario_sensitive,0.19722222222222222,0.07126358064815673,0.17883967883967886,0.6666666666666666,0.0,0.3333333333333333,institutional
1504000,Limoeiro do Ajuru,0.6350474441383533,30.5,13,51,38,0.0,0.6458333333333334,0.0,scenario_sensitive_higher_priority,0.19722222222222222,0.20213498622589532,0.2356902356902357,0.25,0.25,0.5,transport_barrier
1504059,Mãe do Rio,0.476436274163547,77.8125,56,99,43,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.19722222222222222,0.10192837465564736,0.17728567728567732,0.4375,0.20833333333333334,0.3541666666666667,institutional
1504109,Magalhães Barata,0.5186739186739187,63.333333333333336,45,77,32,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.19722222222222222,0.125,0.19645169645169647,0.375,0.25,0.375,tie:institutional+transport_barrier
1504208,Marabá,0.1461203070753632,140.66666666666666,137,143,6,0.0,0.0,1.0,robust_lower_relative_priority,0.0,0.0045766655317217,0.14154364154364155,0.0,0.0,1.0,transport_barrier
1504307,Maracanã,0.4845035435944527,74.64583333333333,57,102,45,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.19722222222222222,0.11880165289256196,0.16847966847966847,0.4583333333333333,0.25,0.2916666666666667,institutional
1504406,Marapanim,0.5073868051140777,66.45833333333333,44,82,38,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.19722222222222222,0.10192837465564736,0.20823620823620825,0.3333333333333333,0.10416666666666667,0.5625,transport_barrier
1504422,Marituba,0.4275382025382024,95.33333333333331,77,112,35,0.0,0.0,0.0416666666666666,intermediate_or_scenario_sensitive,0.19722222222222222,0.08333333333333333,0.146982646982647,0.75,0.0,0.25,institutional
1504455,Medicilândia,0.5915618892891621,42.375,15,56,41,0.0,0.25,0.0,scenario_sensitive_higher_priority,0.19722222222222222,0.10192837465564736,0.29241129241129243,0.25,0.0,0.75,transport_barrier
1504505,Melgaço,0.4769445621718349,75.35416666666667,46,99,53,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.07638888888888891,0.1852617079889807,0.2152939652939653,0.0,0.2916666666666667,0.7083333333333334,transport_barrier
1504604,Mocajuba,0.4751412728685456,78.54166666666667,58,90,32,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.19722222222222222,0.10192837465564736,0.175990675990676,0.4791666666666667,0.22916666666666666,0.2916666666666667,institutional
1504703,Moju,0.4691992308565342,80.66666666666667,67,105,38,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.19722222222222222,0.13600187265917604,0.135975135975136,0.5,0.25,0.25,institutional
1504752,Mojuí dos Campos,0.7579318829318828,6.979166666666667,2,21,19,0.875,1.0,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.20833333333333334,0.21626521626521625,0.5208333333333334,0.25,0.22916666666666666,institutional
1504802,Monte Alegre,0.6345624072896802,33.541666666666664,12,58,46,0.0,0.6041666666666666,0.0,scenario_sensitive_higher_priority,0.3333333333333333,0.10192837465564736,0.1993006993006993,0.7708333333333334,0.0,0.22916666666666666,institutional
1504901,Muaná,0.7091279932189024,15.208333333333334,2,36,34,0.3125,1.0,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.11880165289256196,0.25699300699300703,0.75,0.0,0.25,institutional
1504950,Nova Esperança do Piriá,0.5145643497916225,63.91666666666666,37,93,56,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.07638888888888891,0.1852617079889807,0.2529137529137529,0.0,0.25,0.75,transport_barrier
1504976,Nova Ipixuna,0.3923779881262006,100.95833333333331,79,119,40,0.0,0.0,0.3333333333333333,intermediate_or_scenario_sensitive,0.0361111111111111,0.17147019221840468,0.1847966847966848,0.0,0.375,0.625,transport_barrier
1505007,Nova Timboteua,0.5967483694756422,44.29166666666666,24,72,48,0.0,0.3333333333333333,0.0,scenario_sensitive_higher_priority,0.3333333333333333,0.10192837465564736,0.1614866614866615,0.8958333333333334,0.0,0.10416666666666667,institutional
1505031,Novo Progresso,0.6456228956228957,30.729166666666668,8,60,52,0.0416666666666666,0.6666666666666666,0.0,scenario_sensitive_higher_priority,0.3333333333333333,0.08333333333333333,0.22895622895622894,0.75,0.0,0.25,institutional
1505064,Novo Repartimento,0.5142644392644392,66.27083333333333,46,90,44,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.26944444444444443,0.08333333333333333,0.1614866614866615,0.7708333333333334,0.0,0.22916666666666666,institutional
1505106,Óbidos,0.7128982128982128,14.041666666666666,2,38,36,0.4166666666666667,0.9791666666666666,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.16666666666666666,0.2128982128982129,0.7708333333333334,0.0,0.22916666666666666,institutional
1505205,Oeiras do Pará,0.5111423088695818,65.5625,43,81,38,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.19722222222222222,0.10192837465564736,0.211991711991712,0.3125,0.10416666666666667,0.5833333333333334,transport_barrier
1505304,Oriximiná,0.5291428268700995,60.875,26,84,58,0.0,0.1041666666666666,0.0,intermediate_or_scenario_sensitive,0.19722222222222222,0.10192837465564736,0.22999222999223,0.2916666666666667,0.0625,0.6458333333333334,transport_barrier
1505403,Ourém,0.6561509155354917,27.8125,15,50,35,0.0,0.8541666666666666,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.15459691398149006,0.16822066822066825,0.875,0.0,0.125,institutional
1505437,Ourilândia do Norte,0.6550234277507007,27.25,10,49,39,0.0208333333333333,0.7291666666666666,0.0,scenario_sensitive_higher_priority,0.3333333333333333,0.10192837465564736,0.21976171976171976,0.75,0.0,0.25,institutional
1505486,Pacajá,0.448490982875559,87.875,70,109,39,0.0,0.0,0.0416666666666666,intermediate_or_scenario_sensitive,0.19722222222222222,0.07126358064815673,0.18000518000518004,0.625,0.0,0.375,institutional
1505494,Palestina do Pará,0.5835886251795341,45.770833333333336,11,74,63,0.0,0.25,0.0,scenario_sensitive_higher_priority,0.11944444444444442,0.32519054178145085,0.13895363895363896,0.0,1.0,0.0,service_network
1505502,Paragominas,0.2072301813874847,135.10416666666666,130,140,10,0.0,0.0,1.0,robust_lower_relative_priority,0.07638888888888891,0.0190826807399841,0.11175861175861175,0.25,0.0,0.75,transport_barrier
1505536,Parauapebas,0.3028691190208044,122.47916666666669,100,131,31,0.0,0.0,0.9375,robust_lower_relative_priority,0.07638888888888891,0.002704006355691733,0.22377622377622378,0.0,0.0,1.0,transport_barrier
1505551,Pau DArco,0.7551199642108735,8.833333333333334,4,21,17,0.6458333333333334,1.0,0.0,robust_higher_capacity_strengthening_priority,0.26944444444444443,0.28546831955922863,0.2002072002072002,0.25,0.5,0.25,service_network
1505601,Peixe-Boi,0.6557109557109558,26.791666666666668,17,38,21,0.0,0.9791666666666666,0.0,robust_higher_capacity_strengthening_priority,0.26944444444444443,0.20833333333333334,0.17793317793317795,0.5,0.25,0.25,institutional
1505635,Piçarra,0.6376678792587882,32.875,8,63,55,0.2291666666666666,0.4583333333333333,0.0,scenario_sensitive_higher_priority,0.19722222222222222,0.32519054178145085,0.11525511525511528,0.25,0.75,0.0,service_network
1505650,Placas,0.5573091050363778,52.4375,39,76,37,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.19722222222222222,0.1852617079889807,0.17482517482517487,0.4583333333333333,0.25,0.2916666666666667,institutional
1505700,Ponta de Pedras,0.3105719196628289,122.89583333333331,108,129,21,0.0,0.0,0.9791666666666666,robust_lower_relative_priority,0.0361111111111111,0.11880165289256196,0.15565915565915567,0.0,0.25,0.75,transport_barrier
1505809,Portel,0.6007628734901462,42.91666666666666,26,68,42,0.0,0.3958333333333333,0.0,scenario_sensitive_higher_priority,0.3333333333333333,0.10192837465564736,0.16550116550116553,0.8958333333333334,0.0,0.10416666666666667,institutional
1505908,Porto de Moz,0.3162616381462141,120.875,97,128,31,0.0,0.0,0.9583333333333334,robust_lower_relative_priority,0.07638888888888891,0.07126358064815673,0.16860916860916864,0.0625,0.041666666666666664,0.8958333333333334,transport_barrier
1506005,Prainha,0.4278737256009983,95.04166666666669,72,116,44,0.0,0.0,0.125,intermediate_or_scenario_sensitive,0.19722222222222222,0.10192837465564736,0.12872312872312874,0.5,0.25,0.25,institutional
1506104,Primavera,0.496676555767465,70.0625,53,91,38,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.19722222222222222,0.11880165289256196,0.18065268065268067,0.4375,0.25,0.3125,institutional
1506112,Quatipuru,0.731643356643357,9.8125,6,20,14,0.6875,1.0,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.20833333333333334,0.18997668997669,0.5208333333333334,0.25,0.22916666666666666,institutional
1506138,Redenção,0.3363539470025682,117.6875,107,128,21,0.0,0.0,0.9375,robust_lower_relative_priority,0.07638888888888891,0.1149249130735341,0.14504014504014506,0.1875,0.25,0.5625,transport_barrier
1506161,Rio Maria,0.2443437412283173,131.02083333333334,124,135,11,0.0,0.0,1.0,robust_lower_relative_priority,0.07638888888888891,0.03767772206229813,0.13027713027713028,0.1875,0.0,0.8125,transport_barrier
1506187,Rondon do Pará,0.4923647900920628,72.0625,58,89,31,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.19722222222222222,0.10192837465564736,0.19321419321419323,0.3958333333333333,0.1875,0.4166666666666667,transport_barrier
1506195,Rurópolis,0.6236463830309592,36.5,22,62,40,0.0,0.5625,0.0,scenario_sensitive_higher_priority,0.3333333333333333,0.15459691398149006,0.13571613571613572,1.0,0.0,0.0,institutional
1506203,Salinópolis,0.4617380094652821,83.85416666666667,59,118,59,0.0,0.0,0.1666666666666666,intermediate_or_scenario_sensitive,0.19722222222222222,0.1852617079889807,0.07925407925407926,0.6875,0.25,0.0625,institutional
1506302,Salvaterra,0.3456696922606013,116.02083333333331,99,127,28,0.0,0.0,0.9583333333333334,robust_lower_relative_priority,0.07638888888888891,0.11880165289256196,0.15047915047915048,0.14583333333333334,0.25,0.6041666666666666,transport_barrier
1506351,Santa Bárbara do Pará,0.5344782322055049,61.625,42,101,59,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.26944444444444443,0.1852617079889807,0.07977207977207977,0.75,0.25,0.0,institutional
1506401,Santa Cruz do Arari,0.8859084434084433,1.1458333333333333,1,2,1,1.0,1.0,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.24805555555555556,0.30451955451955454,0.5,0.25,0.25,institutional
1506500,Santa Izabel do Pará,0.3809181559181558,108.6875,89,123,34,0.0,0.0,0.6041666666666666,intermediate_or_scenario_sensitive,0.19722222222222222,0.08333333333333333,0.10036260036260036,0.8541666666666666,0.0,0.14583333333333334,institutional
1506559,Santa Luzia do Pará,0.3917037507946599,103.5,94,120,26,0.0,0.0,0.25,intermediate_or_scenario_sensitive,0.11944444444444442,0.11880165289256196,0.15345765345765347,0.25,0.25,0.5,transport_barrier
1506583,Santa Maria das Barreiras,0.711744484471757,16.104166666666668,7,49,42,0.5,0.9166666666666666,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.26859504132231404,0.10981610981610983,0.75,0.25,0.0,institutional
1506609,Santa Maria do Pará,0.5478814956087682,56.35416666666666,40,81,41,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.26944444444444443,0.10192837465564736,0.17650867650867652,0.7708333333333334,0.0,0.22916666666666666,institutional
1506708,Santana do Araguaia,0.4858776702622465,76.1875,55,101,46,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.26944444444444443,0.07126358064815673,0.14516964516964517,0.8125,0.0,0.1875,institutional
1506807,Santarém,0.2711253997770851,127.95833333333331,109,136,27,0.0,0.0,1.0,robust_lower_relative_priority,0.0,0.08477471342639882,0.18635068635068638,0.0,0.0625,0.9375,transport_barrier
1506906,Santarém Novo,0.6792134633043724,21.75,11,48,37,0.0,0.9166666666666666,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.20213498622589532,0.14374514374514374,0.7083333333333334,0.25,0.041666666666666664,institutional
1507003,Santo Antônio do Tauá,0.650555673282946,30.0,17,61,44,0.0,0.8125,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.1852617079889807,0.13196063196063199,0.7291666666666666,0.25,0.020833333333333332,institutional
1507102,São Caetano de Odivelas,0.6656463822372914,24.83333333333333,11,53,42,0.0,0.9166666666666666,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.1585238751147842,0.1737891737891738,0.8333333333333334,0.0,0.16666666666666666,institutional
1507151,São Domingos do Araguaia,0.6001995479268206,41.16666666666666,25,58,33,0.0,0.2708333333333333,0.0,scenario_sensitive_higher_priority,0.26944444444444443,0.10192837465564736,0.22882672882672883,0.75,0.0,0.25,institutional
1507201,São Domingos do Capim,0.3022456499729227,124.5625,107,131,24,0.0,0.0,0.9791666666666666,robust_lower_relative_priority,0.0361111111111111,0.10192837465564736,0.1642061642061642,0.0,0.25,0.75,transport_barrier
1507300,São Félix do Xingu,0.3738320979894014,107.22916666666669,83,120,37,0.0,0.0,0.4583333333333333,intermediate_or_scenario_sensitive,0.07638888888888891,0.10241601407331742,0.19502719502719504,0.020833333333333332,0.125,0.8541666666666666,transport_barrier
1507409,São Francisco do Pará,0.4634862612135339,83.1875,59,112,53,0.0,0.0,0.0208333333333333,intermediate_or_scenario_sensitive,0.19722222222222222,0.10192837465564736,0.16433566433566435,0.4583333333333333,0.22916666666666666,0.3125,institutional
1507458,São Geraldo do Araguaia,0.5864725341998068,44.875,31,58,27,0.0,0.0833333333333333,0.0,intermediate_or_scenario_sensitive,0.26944444444444443,0.10192837465564736,0.21509971509971512,0.75,0.0,0.25,institutional
