municipality_code,municipality,road_density_km_per_1000_km2__access,distance_to_mapped_road_km__access,port_presence__access,distance_to_port_km__access,passenger_crossing_presence__access,distance_to_passenger_crossing_km__access,navigated_waterway_presence__access,distance_to_navigated_waterway_km__access,decea_airport_presence__access,distance_to_decea_airport_km__access,component_road,component_port,component_passenger_crossing,component_navigated_waterway,component_air,mode_road,mode_water,mode_air,multimodal_access_baseline,multimodal_access_rank
1501758,Brejo Grande do Araguaia,0.5384615384615384,0.7692307692307692,0.0,0.46153846153846156,0.0,0.9300699300699301,0.0,0.39160839160839156,0.0,0.4545454545454546,0.6538461538461537,0.23076923076923078,0.46503496503496505,0.19580419580419578,0.2272727272727273,0.6538461538461537,0.29720279720279724,0.2272727272727273,0.3927738927738927,106
1501782,Breu Branco,0.6713286713286714,0.7762237762237763,0.0,0.7202797202797202,0.0,0.3356643356643356,1.0,0.7972027972027972,0.0,0.5664335664335665,0.7237762237762237,0.3601398601398601,0.1678321678321678,0.8986013986013985,0.28321678321678323,0.7237762237762237,0.47552447552447547,0.28321678321678323,0.4941724941724941,66
1501808,Breves,0.06993006993006994,0.11888111888111885,1.0,0.43356643356643354,0.0,0.2097902097902098,1.0,0.6503496503496504,1.0,0.16083916083916083,0.0944055944055944,0.7167832167832168,0.1048951048951049,0.8251748251748252,0.5804195804195804,0.0944055944055944,0.548951048951049,0.5804195804195804,0.4079254079254079,100
1501907,Bujaru,0.6783216783216783,0.6993006993006994,1.0,0.8321678321678322,0.0,0.4055944055944056,1.0,0.951048951048951,0.0,0.26573426573426573,0.6888111888111889,0.916083916083916,0.2027972027972028,0.9755244755244755,0.13286713286713286,0.6888111888111889,0.6981351981351981,0.13286713286713286,0.5066045066045066,56
1501956,Cachoeira do Piriá,0.4825174825174825,0.5174825174825175,1.0,0.6433566433566433,1.0,0.965034965034965,0.0,0.23076923076923073,0.0,0.1678321678321678,0.5,0.8216783216783217,0.9825174825174825,0.11538461538461536,0.0839160839160839,0.5,0.6398601398601399,0.0839160839160839,0.40792540792540793,99
1502004,Cachoeira do Arari,0.21678321678321677,0.23076923076923073,0.0,0.7132867132867133,0.0,0.06293706293706292,1.0,0.7832167832167832,1.0,0.7062937062937062,0.22377622377622375,0.35664335664335667,0.03146853146853146,0.8916083916083917,0.8531468531468531,0.22377622377622375,0.4265734265734266,0.8531468531468531,0.5011655011655012,59
1502103,Cametá,0.4125874125874126,0.7622377622377623,1.0,0.9790209790209791,0.0,0.18181818181818177,1.0,0.9370629370629371,1.0,0.5804195804195804,0.5874125874125875,0.9895104895104896,0.09090909090909088,0.9685314685314685,0.7902097902097902,0.5874125874125875,0.6829836829836831,0.7902097902097902,0.6868686868686869,10
1502152,Canaã dos Carajás,0.46853146853146854,0.3496503496503497,0.0,0.09790209790209792,0.0,0.7342657342657343,0.0,0.18181818181818177,1.0,0.39860139860139865,0.4090909090909091,0.04895104895104896,0.36713286713286714,0.09090909090909088,0.6993006993006994,0.4090909090909091,0.168997668997669,0.6993006993006994,0.4257964257964258,94
1502202,Capanema,0.951048951048951,0.9790209790209791,0.0,0.6013986013986015,0.0,0.7272727272727273,0.0,0.4755244755244755,1.0,0.9020979020979021,0.965034965034965,0.30069930069930073,0.36363636363636365,0.23776223776223776,0.951048951048951,0.965034965034965,0.3006993006993007,0.951048951048951,0.7389277389277389,6
1502301,Capitão Poço,0.7762237762237763,0.8111888111888113,0.0,0.3706293706293706,0.0,0.7762237762237763,0.0,0.5384615384615384,1.0,0.5594405594405594,0.7937062937062938,0.1853146853146853,0.3881118881118881,0.2692307692307692,0.7797202797202797,0.7937062937062938,0.2808857808857809,0.7797202797202797,0.618104118104118,21
1502400,Castanhal,0.9790209790209791,0.7482517482517482,0.0,0.6783216783216783,0.0,0.3706293706293706,0.0,0.7622377622377623,1.0,0.993006993006993,0.8636363636363636,0.33916083916083917,0.1853146853146853,0.38111888111888115,0.9965034965034965,0.8636363636363636,0.30186480186480186,0.9965034965034965,0.7206682206682207,7
1502509,Chaves,0.024475524475524476,0.013986013986013957,1.0,0.6853146853146853,0.0,0.0699300699300699,1.0,0.8041958041958042,1.0,0.4055944055944056,0.019230769230769218,0.8426573426573427,0.03496503496503495,0.9020979020979021,0.7027972027972028,0.019230769230769218,0.5932400932400933,0.7027972027972028,0.43842268842268844,91
1502608,Colares,0.5874125874125874,0.8951048951048951,1.0,0.9440559440559441,0.0,0.22377622377622375,1.0,0.8321678321678322,1.0,0.8951048951048951,0.7412587412587412,0.9720279720279721,0.11188811188811187,0.916083916083916,0.9475524475524475,0.7412587412587412,0.6666666666666666,0.9475524475524475,0.785159285159285,2
1502707,Conceição do Araguaia,0.40559440559440557,0.39860139860139865,1.0,0.5664335664335665,0.0,0.8741258741258742,0.0,0.05594405594405594,1.0,0.49650349650349646,0.4020979020979021,0.7832167832167832,0.4370629370629371,0.02797202797202797,0.7482517482517482,0.4020979020979021,0.4160839160839161,0.7482517482517482,0.5221445221445221,47
1502756,Concórdia do Pará,0.9440559440559441,0.6153846153846154,0.0,0.6713286713286714,0.0,0.46853146853146854,0.0,0.7902097902097902,0.0,0.4825174825174825,0.7797202797202798,0.3356643356643357,0.23426573426573427,0.3951048951048951,0.24125874125874125,0.7797202797202798,0.3216783216783217,0.24125874125874125,0.4475524475524476,87
1502764,Cumaru do Norte,0.25874125874125875,0.3426573426573427,0.0,0.04195804195804198,0.0,0.4895104895104895,0.0,0.013986013986013957,1.0,0.9230769230769231,0.30069930069930073,0.02097902097902099,0.24475524475524474,0.006993006993006978,0.9615384615384616,0.30069930069930073,0.0909090909090909,0.9615384615384616,0.45104895104895104,84
1502772,Curionópolis,0.7552447552447552,0.3706293706293706,0.0,0.11888111888111885,0.0,0.7832167832167832,0.0,0.2517482517482518,1.0,0.7832167832167832,0.5629370629370629,0.059440559440559426,0.3916083916083916,0.1258741258741259,0.8916083916083917,0.5629370629370629,0.1923076923076923,0.8916083916083917,0.548951048951049,41
1502806,Curralinho,0.055944055944055944,0.12587412587412583,1.0,0.49650349650349646,0.0,0.19580419580419584,1.0,0.7692307692307692,0.0,0.2517482517482518,0.09090909090909088,0.7482517482517482,0.09790209790209792,0.8846153846153846,0.1258741258741259,0.09090909090909088,0.576923076923077,0.1258741258741259,0.2645687645687646,133
1502855,Curuá,0.23776223776223776,0.6923076923076923,1.0,0.8671328671328671,0.0,0.11888111888111885,1.0,0.6153846153846154,0.0,0.29370629370629375,0.465034965034965,0.9335664335664335,0.059440559440559426,0.8076923076923077,0.14685314685314688,0.465034965034965,0.6002331002331002,0.14685314685314688,0.404040404040404,103
1502905,Curuçá,0.8111888111888111,0.9370629370629371,1.0,0.958041958041958,0.0,0.3776223776223776,0.0,0.5944055944055944,0.0,0.15384615384615385,0.8741258741258742,0.979020979020979,0.1888111888111888,0.2972027972027972,0.07692307692307693,0.8741258741258742,0.48834498834498835,0.07692307692307693,0.47979797979797983,70
1502939,Dom Eliseu,0.44755244755244755,0.4755244755244755,0.0,0.1048951048951049,0.0,0.6853146853146853,0.0,0.13286713286713292,1.0,0.46153846153846156,0.46153846153846156,0.05244755244755245,0.34265734265734266,0.06643356643356646,0.7307692307692308,0.46153846153846156,0.15384615384615385,0.7307692307692308,0.44871794871794873,85
1502954,Eldorado do Carajás,0.7482517482517482,0.9300699300699301,0.0,0.21678321678321677,0.0,0.8181818181818181,0.0,0.3846153846153846,0.0,0.2797202797202797,0.8391608391608392,0.10839160839160839,0.40909090909090906,0.1923076923076923,0.13986013986013984,0.8391608391608392,0.2365967365967366,0.13986013986013984,0.40520590520590516,102
1503002,Faro,0.07692307692307693,0.05594405594405594,1.0,0.06293706293706292,0.0,0.006993006993006978,1.0,0.19580419580419584,0.0,0.027972027972028024,0.06643356643356643,0.5314685314685315,0.003496503496503489,0.5979020979020979,0.013986013986014012,0.06643356643356643,0.37762237762237766,0.013986013986014012,0.1526806526806527,142
1503044,Floresta do Araguaia,0.6153846153846154,0.4195804195804196,1.0,0.6503496503496504,1.0,0.972027972027972,0.0,0.09090909090909094,1.0,0.5314685314685315,0.5174825174825175,0.8251748251748252,0.986013986013986,0.04545454545454547,0.7657342657342657,0.5174825174825175,0.6188811188811189,0.7657342657342657,0.634032634032634,18
1503077,Garrafão do Norte,0.7692307692307693,0.8881118881118881,0.0,0.2727272727272727,0.0,0.8531468531468531,0.0,0.42657342657342656,0.0,0.28671328671328666,0.8286713286713288,0.13636363636363635,0.42657342657342656,0.21328671328671328,0.14335664335664333,0.8286713286713288,0.25874125874125875,0.14335664335664333,0.41025641025641024,98
1503093,Goianésia do Pará,0.36363636363636365,0.23776223776223782,0.0,0.1398601398601399,0.0,0.5804195804195804,1.0,0.32867132867132864,1.0,0.6993006993006994,0.30069930069930073,0.06993006993006995,0.2902097902097902,0.6643356643356644,0.8496503496503497,0.30069930069930073,0.34149184149184153,0.8496503496503497,0.4972804972804973,61
1503101,Gurupá,0.024475524475524476,0.04895104895104896,1.0,0.5174825174825175,0.0,0.6923076923076923,1.0,0.8181818181818181,0.0,0.04195804195804198,0.03671328671328672,0.7587412587412588,0.34615384615384615,0.9090909090909091,0.02097902097902099,0.03671328671328672,0.6713286713286714,0.02097902097902099,0.24300699300699302,134
1503200,Igarapé-Açu,0.958041958041958,0.8531468531468531,0.0,0.5524475524475525,0.0,0.5244755244755245,0.0,0.5734265734265734,0.0,0.3076923076923077,0.9055944055944056,0.27622377622377625,0.26223776223776224,0.2867132867132867,0.15384615384615385,0.9055944055944056,0.27505827505827507,0.15384615384615385,0.44483294483294483,89
1503309,Igarapé-Miri,0.2727272727272727,0.29370629370629375,0.0,0.5454545454545454,0.0,0.09790209790209792,1.0,0.8251748251748252,0.0,0.4195804195804196,0.28321678321678323,0.2727272727272727,0.04895104895104896,0.9125874125874126,0.2097902097902098,0.28321678321678323,0.41142191142191137,0.2097902097902098,0.30147630147630144,129
1503408,Inhangapi,0.8601398601398601,0.6503496503496504,1.0,0.8741258741258742,0.0,0.4195804195804196,1.0,0.958041958041958,0.0,0.6293706293706294,0.7552447552447552,0.9370629370629371,0.2097902097902098,0.979020979020979,0.3146853146853147,0.7552447552447552,0.7086247086247086,0.3146853146853147,0.5928515928515928,28
1503457,Ipixuna do Pará,0.7412587412587412,0.972027972027972,0.0,0.7552447552447552,0.0,0.4125874125874126,0.0,0.3146853146853147,1.0,0.5174825174825175,0.8566433566433567,0.3776223776223776,0.2062937062937063,0.15734265734265734,0.7587412587412588,0.8566433566433567,0.24708624708624707,0.7587412587412588,0.6208236208236209,19
1503507,Irituia,0.8251748251748252,0.5314685314685315,0.0,0.6643356643356644,0.0,0.7062937062937062,1.0,0.7552447552447552,0.0,0.6013986013986015,0.6783216783216783,0.3321678321678322,0.3531468531468531,0.8776223776223776,0.30069930069930073,0.6783216783216783,0.5209790209790209,0.30069930069930073,0.49999999999999994,60
1503606,Itaituba,0.18181818181818182,0.5594405594405594,1.0,0.08391608391608396,1.0,0.39160839160839156,1.0,0.1398601398601399,1.0,0.5244755244755245,0.3706293706293706,0.541958041958042,0.6958041958041958,0.56993006993007,0.7622377622377623,0.3706293706293706,0.6025641025641026,0.7622377622377623,0.5784770784770785,34
1503705,Itupiranga,0.5174825174825175,0.8741258741258742,1.0,0.3146853146853147,0.0,0.5664335664335665,1.0,0.5174825174825175,0.0,0.25874125874125875,0.6958041958041958,0.6573426573426573,0.28321678321678323,0.7587412587412588,0.12937062937062938,0.6958041958041958,0.5664335664335663,0.12937062937062938,0.4638694638694638,78
1503754,Jacareacanga,0.08391608391608392,0.020979020979020935,1.0,0.07692307692307687,0.0,0.020979020979020935,0.0,0.034965034965035,1.0,0.7622377622377623,0.05244755244755243,0.5384615384615384,0.010489510489510467,0.0174825174825175,0.8811188811188811,0.05244755244755243,0.18881118881118883,0.8811188811188811,0.3741258741258741,109
1503804,Jacundá,0.5594405594405595,0.6223776223776224,0.0,0.3356643356643356,0.0,0.7132867132867133,1.0,0.7762237762237763,0.0,0.32167832167832167,0.5909090909090909,0.1678321678321678,0.35664335664335667,0.8881118881118881,0.16083916083916083,0.5909090909090909,0.47086247086247085,0.16083916083916083,0.4075369075369075,101
1503903,Juruti,0.1958041958041958,0.22377622377622375,1.0,0.42657342657342656,0.0,0.4475524475524476,1.0,0.6853146853146853,1.0,0.1748251748251748,0.2097902097902098,0.7132867132867133,0.2237762237762238,0.8426573426573427,0.5874125874125874,0.2097902097902098,0.5932400932400933,0.5874125874125874,0.46348096348096346,79
1504000,Limoeiro do Ajuru,0.13986013986013987,0.2517482517482518,1.0,0.8531468531468531,0.0,0.13286713286713292,1.0,0.8601398601398601,0.0,0.08391608391608396,0.19580419580419584,0.9265734265734266,0.06643356643356646,0.93006993006993,0.04195804195804198,0.19580419580419584,0.641025641025641,0.04195804195804198,0.29292929292929293,130
1504059,Mãe do Rio,0.9090909090909091,0.7972027972027972,0.0,0.6153846153846154,0.0,0.6783216783216783,0.0,0.6923076923076923,0.0,0.4405594405594405,0.8531468531468531,0.3076923076923077,0.33916083916083917,0.34615384615384615,0.22027972027972026,0.8531468531468531,0.331002331002331,0.22027972027972026,0.4681429681429681,75
1504109,Magalhães Barata,0.8881118881118881,0.6853146853146853,0.0,0.5874125874125874,0.0,0.4825174825174825,0.0,0.4475524475524476,0.0,0.3846153846153846,0.7867132867132867,0.2937062937062937,0.24125874125874125,0.2237762237762238,0.1923076923076923,0.7867132867132867,0.2529137529137529,0.1923076923076923,0.4106449106449106,97
1504208,Marabá,0.35664335664335667,0.3076923076923077,1.0,0.23076923076923073,0.0,0.5594405594405594,1.0,0.43356643356643354,1.0,0.7132867132867133,0.3321678321678322,0.6153846153846154,0.2797202797202797,0.7167832167832168,0.8566433566433567,0.3321678321678322,0.5372960372960373,0.8566433566433567,0.5753690753690753,35
1504307,Maracanã,0.8461538461538461,0.8391608391608392,0.0,0.7832167832167832,0.0,0.5314685314685315,0.0,0.3706293706293706,0.0,0.7202797202797202,0.8426573426573427,0.3916083916083916,0.26573426573426573,0.1853146853146853,0.3601398601398601,0.8426573426573427,0.28088578088578087,0.3601398601398601,0.4945609945609945,64
1504406,Marapanim,0.7972027972027972,0.6783216783216783,0.0,0.7692307692307692,0.0,0.42657342657342656,0.0,0.5034965034965035,0.0,0.2097902097902098,0.7377622377622377,0.3846153846153846,0.21328671328671328,0.2517482517482518,0.1048951048951049,0.7377622377622377,0.28321678321678323,0.1048951048951049,0.37529137529137524,108
1504422,Marituba,0.8181818181818182,0.5664335664335665,0.0,0.9300699300699301,0.0,0.2517482517482518,1.0,0.9790209790209791,0.0,0.916083916083916,0.6923076923076923,0.46503496503496505,0.1258741258741259,0.9895104895104896,0.458041958041958,0.6923076923076923,0.5268065268065268,0.458041958041958,0.559052059052059,39
1504455,Medicilândia,0.23076923076923078,0.2027972027972028,0.0,0.13286713286713292,0.0,0.5034965034965035,0.0,0.2097902097902098,0.0,0.020979020979020935,0.2167832167832168,0.06643356643356646,0.2517482517482518,0.1048951048951049,0.010489510489510467,0.2167832167832168,0.14102564102564105,0.010489510489510467,0.12276612276612275,143
1504505,Melgaço,0.024475524475524476,0.1048951048951049,0.0,0.4125874125874126,0.0,0.4545454545454546,1.0,0.6783216783216783,1.0,0.14685314685314688,0.06468531468531469,0.2062937062937063,0.2272727272727273,0.8391608391608392,0.5734265734265734,0.06468531468531469,0.42424242424242425,0.5734265734265734,0.35411810411810407,118
1504604,Mocajuba,0.5804195804195804,0.5034965034965035,0.0,0.5804195804195804,0.0,0.1678321678321678,1.0,0.8951048951048951,0.0,0.8671328671328671,0.541958041958042,0.2902097902097902,0.0839160839160839,0.9475524475524475,0.43356643356643354,0.541958041958042,0.4405594405594406,0.43356643356643354,0.472027972027972,73
1504703,Moju,0.38461538461538464,0.42657342657342656,1.0,0.916083916083916,0.0,0.1048951048951049,1.0,0.965034965034965,1.0,0.4125874125874126,0.4055944055944056,0.958041958041958,0.05244755244755245,0.9825174825174825,0.7062937062937062,0.4055944055944056,0.6643356643356643,0.7062937062937062,0.592074592074592,30
1504752,Mojuí dos Campos,0.6853146853146853,0.9440559440559441,0.0,0.2797202797202797,0.0,0.3426573426573427,0.0,0.4545454545454546,0.0,0.11888111888111885,0.8146853146853147,0.13986013986013984,0.17132867132867136,0.2272727272727273,0.059440559440559426,0.8146853146853147,0.17948717948717952,0.059440559440559426,0.3512043512043512,119
1504802,Monte Alegre,0.2867132867132867,0.11188811188811187,1.0,0.12587412587412583,0.0,0.3846153846153846,1.0,0.25874125874125875,1.0,0.09090909090909094,0.1993006993006993,0.5629370629370629,0.1923076923076923,0.6293706293706294,0.5454545454545454,0.1993006993006993,0.4615384615384615,0.5454545454545454,0.4020979020979021,104
1504901,Muaná,0.024475524475524476,0.09790209790209792,1.0,0.5944055944055944,0.0,0.04895104895104896,1.0,0.7342657342657343,0.0,0.12587412587412583,0.0611888111888112,0.7972027972027972,0.02447552447552448,0.8671328671328671,0.06293706293706292,0.0611888111888112,0.5629370629370629,0.06293706293706292,0.22902097902097898,138
1504950,Nova Esperança do Piriá,0.6013986013986014,0.25874125874125875,0.0,0.4545454545454546,0.0,0.916083916083916,0.0,0.2447552447552448,0.0,0.04895104895104896,0.43006993006993005,0.2272727272727273,0.458041958041958,0.1223776223776224,0.02447552447552448,0.43006993006993005,0.2692307692307692,0.02447552447552448,0.24125874125874122,135
1504976,Nova Ipixuna,0.5104895104895105,0.5384615384615384,0.0,0.7412587412587412,0.0,0.8251748251748252,1.0,0.8811188811188811,0.0,0.4755244755244755,0.5244755244755245,0.3706293706293706,0.4125874125874126,0.9405594405594406,0.23776223776223776,0.5244755244755245,0.5745920745920746,0.23776223776223776,0.4456099456099456,88
1505007,Nova Timboteua,0.965034965034965,0.916083916083916,0.0,0.6363636363636364,0.0,0.6223776223776224,0.0,0.5524475524475525,0.0,0.6083916083916083,0.9405594405594405,0.3181818181818182,0.3111888111888112,0.27622377622377625,0.30419580419580416,0.9405594405594405,0.30186480186480186,0.30419580419580416,0.5155400155400155,51
1505031,Novo Progresso,0.24475524475524477,0.2447552447552448,0.0,0.0,0.0,0.013986013986013957,0.0,0.020979020979020935,1.0,0.3776223776223776,0.2447552447552448,0.0,0.006993006993006978,0.010489510489510467,0.6888111888111887,0.2447552447552448,0.005827505827505815,0.6888111888111887,0.3131313131313131,124
1505064,Novo Repartimento,0.5244755244755245,0.5734265734265734,0.0,0.19580419580419584,0.0,0.36363636363636365,1.0,0.4405594405594405,1.0,0.32867132867132864,0.548951048951049,0.09790209790209792,0.18181818181818182,0.7202797202797202,0.6643356643356644,0.548951048951049,0.3333333333333333,0.6643356643356644,0.5155400155400156,50
1505106,Óbidos,0.16083916083916083,0.027972027972028024,1.0,0.027972027972028024,0.0,0.027972027972028024,1.0,0.14685314685314688,1.0,0.2447552447552448,0.09440559440559443,0.513986013986014,0.013986013986014012,0.5734265734265734,0.6223776223776224,0.09440559440559443,0.3671328671328671,0.6223776223776224,0.3613053613053613,114
1505205,Oeiras do Pará,0.26573426573426573,0.7062937062937062,1.0,0.39860139860139865,0.0,0.3076923076923077,1.0,0.6363636363636364,0.0,0.09790209790209792,0.486013986013986,0.6993006993006994,0.15384615384615385,0.8181818181818181,0.04895104895104896,0.486013986013986,0.5571095571095571,0.04895104895104896,0.364024864024864,113
